name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
FanOut,27805,8602,19203,30.936881855781333,99.1470723835869
FanIn,24323,7343,16980,30.189532541216135,84.63577685569386
CouplingBetweenObjects,28189,8619,19570,30.575756500762708,99.34301521438451
DepthOfInheritance,15588,3237,12351,20.765973826020016,37.30982019363762
LackOfCohesionInMethods,7590,3848,3742,50.69828722002635,44.352236053480866
LinesOfCode,28525,8676,19849,30.415425065731817,100.0
SourceLinesOfCode,28525,8676,19849,30.415425065731817,100.0
CommentLinesOfCode,3656,2717,939,74.31619256017505,31.31627478100507
CommentDensity,3656,2717,939,74.31619256017505,31.31627478100507
NumberOfChildren,2200,595,1605,27.045454545454543,6.857999077916091
ResponseForClass,15339,7308,8031,47.64326227263837,84.23236514522821
WeightedMethodCount,13153,6569,6584,49.94297878810918,75.71461502996772
CyclomaticComplexity,13156,6574,6582,49.969595621769535,75.77224527431996
DepthOfNesting,4306,3424,882,79.51695308871342,39.46519133241125
OutDegree,12505,6459,6046,51.65133946421432,74.44674965421854
OutDegreeDistinct,12505,6459,6046,51.65133946421432,74.44674965421854
PatternSize,4306,3424,882,79.51695308871342,39.46519133241125
NumberOfPatternVariables,3936,3179,757,80.76727642276423,36.64130935915168
ParadigmGiniFraction,11145,5553,5592,49.825033647375506,64.00414937759335
