name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
FractionFunctions,423,65,358,15.36643026004728,53.278688524590166
IsFunction,127,21,106,16.535433070866144,17.21311475409836
HasFunctionParameters,376,58,318,15.425531914893616,47.540983606557376
FractionHigherOrderCalls,163,35,128,21.472392638036812,28.688524590163933
FractionFunctionCalls,48,14,34,29.166666666666668,11.475409836065573
FractionCurrying,8,5,3,62.5,4.098360655737705
FractionPatternMatching,23,3,20,13.043478260869565,2.459016393442623
HasMultipleParameterLists,463,65,398,14.038876889848812,53.278688524590166
FunctionalScoreFraction,702,82,620,11.68091168091168,67.21311475409836
FractionVariables,23,0,23,0.0,0.0
FractionInnerVariableAssignment,22,0,22,0.0,0.0
FractionOuterVariableUsage,23,0,23,0.0,0.0
FractionSideEffects,175,25,150,14.285714285714285,20.491803278688526
IsSideEffect,130,22,108,16.923076923076923,18.0327868852459
FractionSideEffectCalls,35,2,33,5.714285714285714,1.639344262295082
FractionSideEffectFunctions,21,0,21,0.0,0.0
ImperativeScoreFraction,175,25,150,14.285714285714285,20.491803278688526
HasPointsFraction,788,94,694,11.928934010152284,77.04918032786885
ParadigmScoreFraction,737,87,650,11.804613297150611,71.31147540983606
