name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
FractionRecursiveCalls,3,2,1,66.66666666666666,0.09671179883945842
FractionNestedMethods,9,6,3,66.66666666666666,0.2901353965183753
FractionFunctions,1982,586,1396,29.56609485368315,28.336557059961315
IsFunction,1110,332,778,29.90990990990991,16.054158607350097
HasFunctionParameters,1085,410,675,37.78801843317972,19.825918762088975
FractionHigherOrderCalls,680,247,433,36.3235294117647,11.943907156673115
FractionFunctionCalls,169,12,157,7.100591715976331,0.5802707930367506
FractionCurrying,190,66,124,34.73684210526316,3.1914893617021276
FractionPatternMatching,1191,429,762,36.02015113350126,20.74468085106383
FractionLazyValues,113,35,78,30.973451327433626,1.6924564796905222
HasMultipleParameterLists,960,370,590,38.54166666666667,17.891682785299807
FunctionalScoreFraction,3560,976,2584,27.415730337078653,47.195357833655706
FractionVariables,903,259,644,28.68217054263566,12.524177949709864
FractionInnerVariableAssignment,33,29,4,87.87878787878788,1.402321083172147
FractionOuterVariableUsage,902,259,643,28.713968957871394,12.524177949709864
FractionOuterVariableAssignment,232,58,174,25.0,2.804642166344294
FractionSideEffects,5549,1045,4504,18.83222202198594,50.53191489361703
IsSideEffect,5527,1033,4494,18.69006694409264,49.951644100580275
FractionSideEffectCalls,2064,353,1711,17.102713178294575,17.06963249516441
FractionSideEffectFunctions,77,21,56,27.27272727272727,1.0154738878143132
ImperativeScoreFraction,5659,1050,4609,18.55451493196678,50.77369439071566
HasPointsFraction,7412,1410,6002,19.02320561252024,68.18181818181817
ParadigmScoreFraction,7041,1333,5708,18.931969890640534,64.45841392649903
