name,count,percentage_faulty,percentage_total_faults
FractionCurrying,7,34.73684210526316,1.7647058823529411
FractionFunctionCalls,9,14.285714285714285,1.1406844106463878
FractionFunctions,9,18.9344262295082,27.77777777777778
FractionHigherOrderCalls,9,34.48275862068966,20.0
FractionInnerVariableAssignment,3,87.87878787878788,0.196078431372549
FractionLazyValues,7,44.44444444444444,1.6924564796905222
FractionNestedMethods,1,66.66666666666666,0.2901353965183753
FractionOuterVariableAssignment,6,32.5,0.5122316267547481
FractionOuterVariableUsage,8,25.167795289746508,1.468828480586028
FractionPatternMatching,9,33.33333333333333,9.507149376331
FractionRecursiveCalls,4,39.58333333333333,0.0711730579229236
FractionSideEffectCalls,9,12.5,0.9887435351384242
FractionSideEffectFunctions,6,13.636363636363635,0.31944021904472164
FractionSideEffects,9,18.83222202198594,30.13392857142857
FractionVariables,8,25.15189608212864,1.468828480586028
FunctionalScoreFraction,9,18.71657754010695,65.0190114068441
HasFunctionParameters,9,18.571428571428573,20.0
HasMultipleParameterLists,9,19.622641509433965,47.22222222222222
HasPointsFraction,9,18.087855297157624,72.16494845360825
ImperativeScoreFraction,9,18.55451493196678,30.46875
IsFunction,9,16.535433070866144,6.084575600851841
IsNested,3,33.33333333333333,0.3194402190447216
IsSideEffect,9,18.69006694409264,29.799107142857142
ParadigmScoreFraction,9,18.157894736842103,71.10266159695817
