name,count,precision,recall,mcc
CountCurrying,8,35.146103896103895,18.431645199063233,0.09200807700091294
CountFunctionCalls,8,22.472996761784714,24.633660886985353,0.1626301321194048
CountFunctionParameters,8,28.17972350230415,21.024070492155595,0.15201623916734747
CountFunctions,8,31.28206017959735,49.51197522637294,0.3001232042552021
CountHigherOrderCalls,8,33.10361490567791,54.760677933855476,0.314618013655969
CountInnerVariableAssignment,8,31.597322623828646,13.600015679510797,0.15541397675126162
CountLazyValues,8,42.76874941626973,13.63137849209356,0.16258372292779055
CountNestedDepth,8,0.0,0.0,0.0
CountNestedMethods,8,32.826154806491886,39.79572056959667,0.29518211097235914
CountOuterVariableAssignment,8,26.509772289188565,21.744791666666664,0.054427618016782656
CountOuterVariableUsage,8,27.396346469622333,14.110070257611241,0.11055039723360885
CountParameterLists,8,29.082154088050316,50.2504553734062,0.18013368568713894
CountPatternMatching,8,43.635375307241446,52.06678636620453,0.35512802836285945
CountRecursiveCalls,8,41.622311337951146,14.172020496668395,0.11449644132032069
CountSideEffectCalls,8,28.27256275019667,40.572780369401144,0.24422851679490856
CountSideEffectFunctions,8,48.63703518738165,25.224409155297103,0.27564104434671455
CountSideEffects,8,27.572277801942874,40.38997610649675,0.2417054911057844
CountVariableDefinitions,8,39.428682471822775,14.334950099653604,0.16015101234637436
CountVariables,8,28.752642706131077,19.50170693277311,0.17959375935237598
FunctionalScoreCount,8,33.45938329412141,55.12310734655078,0.34972245954536907
HasPointsCount,8,16.77004609904015,90.94742063492063,0.20504993713896044
ImperativeScoreCount,8,27.785693541946493,36.16027661064426,0.23758611039352384
IsFunction,8,25.864045864045863,14.77931144653219,0.0778980394541047
IsSideEffect,8,20.095033472046318,23.915947014051522,0.1071101106927826
ParadigmScoreCount,8,21.214553502825503,75.09817365829333,0.18854037812434865
