name,count,percentage_faulty,percentage_total_faults
AvgStretch,9,9.43072375321827,78.24367088607595
AvgStretchNormalized,9,9.43072375321827,78.24367088607595
MaxStretch,9,9.43072375321827,78.24367088607595
MaxStretchNormalized,9,9.43072375321827,78.24367088607595
MinStretch,9,9.51548694047966,77.53164556962025
MinStretchNormalized,9,9.51548694047966,77.53164556962025
SwitchCount,9,11.67883211678832,26.01626016260163
