name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
CountRecursiveCalls,9,0,9,0.0,0.0
CountNestedDepth,1,1,0,100.0,1.3513513513513513
CountNestedMethods,112,25,87,22.321428571428573,33.78378378378378
CountFunctions,350,44,306,12.571428571428573,59.45945945945946
IsFunction,31,5,26,16.129032258064516,6.756756756756757
CountFunctionParameters,128,18,110,14.0625,24.324324324324326
CountHigherOrderCalls,296,40,256,13.513513513513514,54.054054054054056
CountFunctionCalls,74,7,67,9.45945945945946,9.45945945945946
CountCurrying,20,1,19,5.0,1.3513513513513513
CountPatternMatching,261,44,217,16.85823754789272,59.45945945945946
CountLazyValues,61,23,38,37.704918032786885,31.08108108108108
CountParameterLists,241,41,200,17.012448132780083,55.4054054054054
FunctionalScoreCount,538,68,470,12.639405204460965,91.8918918918919
CountVariables,55,23,32,41.81818181818181,31.08108108108108
CountVariableDefinitions,22,5,17,22.727272727272727,6.756756756756757
CountInnerVariableAssignment,30,7,23,23.333333333333332,9.45945945945946
CountOuterVariableUsage,35,18,17,51.42857142857142,24.324324324324326
CountOuterVariableAssignment,25,17,8,68.0,22.972972972972975
CountSideEffects,110,27,83,24.545454545454547,36.486486486486484
IsSideEffect,28,2,26,7.142857142857142,2.7027027027027026
CountSideEffectCalls,94,27,67,28.723404255319153,36.486486486486484
CountSideEffectFunctions,7,2,5,28.57142857142857,2.7027027027027026
ImperativeScoreCount,115,28,87,24.347826086956523,37.83783783783784
HasPointsCount,556,70,486,12.589928057553957,94.5945945945946
ParadigmScoreCount,495,51,444,10.303030303030303,68.91891891891892
