name,count,percentage_faulty,percentage_total_faults
CommentDensity,9,22.78996453434914,66.66666666666666
CommentLinesOfCode,9,22.78996453434914,66.66666666666666
CouplingBetweenObjects,9,7.452725250278086,99.91697799916976
CyclomaticComplexity,9,9.090909090909092,85.41468064823641
DepthOfInheritance,9,6.731757451181912,53.098188751191614
DepthOfNesting,9,24.43140132061629,58.95522388059702
FanIn,9,8.498971898560658,88.36987607244996
FanOut,9,7.687894434882386,99.33269780743564
LackOfCohesionInMethods,9,7.15260183200156,61.37123745819398
LinesOfCode,9,7.386990077177508,100.0
NumberOfChildren,9,11.11111111111111,19.302615193026156
NumberOfPatternVariables,9,28.328865058087576,53.01003344481605
OutDegree,9,9.856262833675563,83.33333333333334
OutDegreeDistinct,9,9.856262833675563,83.33333333333334
ParadigmGiniFraction,9,11.478800413650465,74.24749163879598
PatternSize,9,24.43140132061629,58.95522388059702
ResponseForClass,9,10.008481764206955,92.15442092154422
SourceLinesOfCode,9,7.386990077177508,100.0
WeightedMethodCount,9,9.099437148217635,85.31935176358436
