name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
CyclomaticComplexity,13302,200,13102,1.5035333032626672,100.0
DepthOfNesting,3506,68,3438,1.939532230462065,34.0
LinesOfCode,13302,200,13102,1.5035333032626672,100.0
SourceLinesOfCode,13302,200,13102,1.5035333032626672,100.0
CommentLinesOfCode,690,35,655,5.072463768115942,17.5
CommentDensity,690,35,655,5.072463768115942,17.5
OutDegree,11814,173,11641,1.4643643135263247,86.5
OutDegreeDistinct,11814,173,11641,1.4643643135263247,86.5
PatternSize,3506,68,3438,1.939532230462065,34.0
NumberOfPatternVariables,3232,61,3171,1.8873762376237624,30.5
ParadigmGiniFraction,7044,99,6945,1.405451448040886,49.5
