name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
CyclomaticComplexity,4038,117,3921,2.8974739970282317,100.0
DepthOfNesting,749,73,676,9.746328437917223,62.39316239316239
LinesOfCode,4038,117,3921,2.8974739970282317,100.0
SourceLinesOfCode,4038,117,3921,2.8974739970282317,100.0
CommentLinesOfCode,292,38,254,13.013698630136986,32.47863247863248
CommentDensity,292,38,254,13.013698630136986,32.47863247863248
OutDegree,3468,116,3352,3.3448673587081887,99.14529914529915
OutDegreeDistinct,3468,116,3352,3.3448673587081887,99.14529914529915
PatternSize,749,73,676,9.746328437917223,62.39316239316239
NumberOfPatternVariables,674,71,603,10.534124629080118,60.68376068376068
ParadigmGiniFraction,2779,47,2732,1.6912558474271322,40.17094017094017
