name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
CyclomaticComplexity,5483,106,5377,1.9332482217764,100.0
DepthOfNesting,1043,55,988,5.273250239693192,51.886792452830186
LinesOfCode,5483,106,5377,1.9332482217764,100.0
SourceLinesOfCode,5483,106,5377,1.9332482217764,100.0
CommentLinesOfCode,617,40,577,6.482982171799027,37.735849056603776
CommentDensity,617,40,577,6.482982171799027,37.735849056603776
OutDegree,4057,100,3957,2.464875523786049,94.33962264150944
OutDegreeDistinct,4057,100,3957,2.464875523786049,94.33962264150944
PatternSize,1043,55,988,5.273250239693192,51.886792452830186
NumberOfPatternVariables,951,51,900,5.3627760252365935,48.113207547169814
ParadigmGiniFraction,3498,49,3449,1.400800457404231,46.22641509433962
