name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
IsNested,11,2,9,18.181818181818183,1.7241379310344827
FractionFunctions,32,0,32,0.0,0.0
IsFunction,8,0,8,0.0,0.0
HasFunctionParameters,62,6,56,9.67741935483871,5.172413793103448
FractionHigherOrderCalls,16,0,16,0.0,0.0
FractionFunctionCalls,7,0,7,0.0,0.0
FractionPatternMatching,4,0,4,0.0,0.0
HasMultipleParameterLists,377,51,326,13.527851458885943,43.96551724137931
FunctionalScoreFraction,431,53,378,12.296983758700696,45.689655172413794
FractionVariables,1,0,1,0.0,0.0
FractionOuterVariableUsage,1,0,1,0.0,0.0
FractionSideEffects,219,33,186,15.068493150684931,28.448275862068968
IsSideEffect,218,32,186,14.678899082568808,27.586206896551722
FractionSideEffectCalls,3,0,3,0.0,0.0
FractionSideEffectFunctions,1,1,0,100.0,0.8620689655172413
ImperativeScoreFraction,221,34,187,15.384615384615385,29.310344827586203
HasPointsFraction,546,76,470,13.91941391941392,65.51724137931035
ParadigmScoreFraction,440,65,375,14.772727272727273,56.03448275862068
