name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
IsNested,445,30,415,6.741573033707865,4.310344827586207
FractionFunctions,683,55,628,8.052708638360176,7.902298850574713
IsFunction,42,0,42,0.0,0.0
HasFunctionParameters,1530,259,1271,16.9281045751634,37.212643678160916
FractionHigherOrderCalls,146,1,145,0.684931506849315,0.14367816091954022
FractionFunctionCalls,40,1,39,2.5,0.14367816091954022
FractionCurrying,1,0,1,0.0,0.0
FractionPatternMatching,25,0,25,0.0,0.0
FractionLazyValues,8,0,8,0.0,0.0
HasMultipleParameterLists,2994,431,2563,14.395457581830327,61.92528735632183
FunctionalScoreFraction,4051,504,3547,12.441372500617131,72.41379310344827
FractionVariables,157,1,156,0.6369426751592357,0.14367816091954022
FractionInnerVariableAssignment,7,0,7,0.0,0.0
FractionOuterVariableUsage,148,1,147,0.6756756756756757,0.14367816091954022
FractionSideEffects,655,14,641,2.1374045801526718,2.0114942528735633
IsSideEffect,624,14,610,2.2435897435897436,2.0114942528735633
FractionSideEffectCalls,59,0,59,0.0,0.0
ImperativeScoreFraction,803,15,788,1.86799501867995,2.1551724137931036
HasPointsFraction,4596,516,4080,11.22715404699739,74.13793103448276
ParadigmScoreFraction,4338,513,3825,11.825726141078837,73.70689655172413
