name,count,percentage_faulty mean,percentage_faulty std,percentage_total_faults mean,percentage_total_faults std
FractionCurrying,7,1.4409546324439941,2.5795796407854032,0.10096128383030559,0.234096637507951
FractionFunctionCalls,9,1.8954874414644527,3.695631589756329,0.06441267009283395,0.09907160298439285
FractionFunctions,9,4.694129496993611,4.719349696295788,4.63823045133611,4.067992239451857
FractionHigherOrderCalls,9,3.0592557183308178,4.265590593954612,1.0752202731266645,1.015554399666288
FractionInnerVariableAssignment,3,0.0,0.0,0.0,0.0
FractionLazyValues,7,3.231106243154436,6.760035250199666,0.28265763120330206,0.5634211768395372
FractionNestedMethods,1,0.0,,0.0,
FractionOuterVariableAssignment,5,0.0,0.0,0.0,0.0
FractionOuterVariableUsage,8,1.9393879969178458,3.797848855193916,0.2800645808316976,0.515882999905923
FractionPatternMatching,9,6.759026911134392,9.674525383280692,1.9749973112396937,2.988311163290149
FractionRecursiveCalls,4,0.0,0.0,0.0,0.0
FractionSideEffectCalls,9,4.196719750529649,7.380783283787426,0.45369516475309435,0.8582966782944945
FractionSideEffectFunctions,6,22.222222222222218,39.688888381033635,0.17846675292754696,0.33915198727747936
FractionSideEffects,9,8.122599795989975,7.538797024424308,12.569858471706576,13.04393992660668
FractionVariables,8,1.9330479102738458,3.799887944606342,0.2800645808316976,0.515882999905923
FunctionalScoreFraction,9,10.100704745062762,10.032418227608444,37.337883086486094,22.09537880838496
HasFunctionParameters,9,8.44335221688494,7.2302775681497655,10.382403324745688,11.68815206804912
HasMultipleParameterLists,9,12.020077058561565,13.537494637071932,27.188747955211365,21.980363533841658
HasPointsFraction,9,10.209752302544855,9.681784369905143,48.076772234490704,22.16067059359581
ImperativeScoreFraction,9,7.891650743528061,7.366203558445557,12.905799770386597,13.315344702881768
IsFunction,9,6.265401072603481,8.30545658530547,2.2966439574680337,2.6781095010896685
IsNested,9,10.117454145928031,10.625988479554842,3.075067944827431,2.0873392680127827
IsSideEffect,9,8.062830223829794,7.308956334636871,12.404390631772545,12.888287123556994
ParadigmScoreFraction,9,10.4243230778279,9.780165269459097,45.909861612108706,21.185176985203555
