name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
FractionRecursiveCalls,1,0,1,0.0,0.0
IsNested,135,28,107,20.74074074074074,5.857740585774058
FractionFunctions,619,53,566,8.562197092084006,11.08786610878661
IsFunction,208,31,177,14.903846153846153,6.485355648535565
HasFunctionParameters,423,38,385,8.983451536643026,7.949790794979079
FractionHigherOrderCalls,253,13,240,5.138339920948617,2.7196652719665275
FractionFunctionCalls,29,1,28,3.4482758620689653,0.20920502092050208
FractionCurrying,47,3,44,6.382978723404255,0.6276150627615062
FractionPatternMatching,83,15,68,18.072289156626507,3.1380753138075312
FractionLazyValues,10,0,10,0.0,0.0
HasMultipleParameterLists,234,38,196,16.23931623931624,7.949790794979079
FunctionalScoreFraction,982,123,859,12.525458248472503,25.732217573221757
FractionVariables,31,0,31,0.0,0.0
FractionOuterVariableUsage,31,0,31,0.0,0.0
FractionOuterVariableAssignment,8,0,8,0.0,0.0
FractionSideEffects,530,88,442,16.60377358490566,18.410041841004183
IsSideEffect,527,86,441,16.318785578747626,17.99163179916318
FractionSideEffectCalls,44,8,36,18.181818181818183,1.6736401673640167
FractionSideEffectFunctions,2,0,2,0.0,0.0
ImperativeScoreFraction,552,88,464,15.942028985507244,18.410041841004183
HasPointsFraction,1490,205,1285,13.758389261744966,42.88702928870293
ParadigmScoreFraction,1446,199,1247,13.76210235131397,41.63179916317992
