name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
FractionRecursiveCalls,1,0,1,0.0,0.0
IsNested,474,36,438,7.59493670886076,2.848101265822785
FractionNestedMethods,4,0,4,0.0,0.0
FractionFunctions,1047,95,952,9.073543457497612,7.515822784810126
IsFunction,508,70,438,13.779527559055119,5.537974683544303
HasFunctionParameters,847,67,780,7.910271546635183,5.3006329113924044
FractionHigherOrderCalls,267,9,258,3.3707865168539324,0.7120253164556962
FractionFunctionCalls,55,0,55,0.0,0.0
FractionCurrying,27,1,26,3.7037037037037033,0.07911392405063292
FractionPatternMatching,527,48,479,9.108159392789373,3.79746835443038
FractionLazyValues,34,0,34,0.0,0.0
HasMultipleParameterLists,793,31,762,3.909205548549811,2.45253164556962
FunctionalScoreFraction,3009,239,2770,7.942838152210037,18.908227848101266
FractionVariables,389,6,383,1.5424164524421593,0.4746835443037975
FractionInnerVariableAssignment,2,0,2,0.0,0.0
FractionOuterVariableUsage,386,6,380,1.5544041450777202,0.4746835443037975
FractionOuterVariableAssignment,53,0,53,0.0,0.0
FractionSideEffects,5002,440,4562,8.796481407437025,34.810126582278485
IsSideEffect,4970,439,4531,8.832997987927566,34.73101265822785
FractionSideEffectCalls,737,28,709,3.7991858887381276,2.2151898734177213
FractionSideEffectFunctions,21,1,20,4.761904761904762,0.07911392405063292
ImperativeScoreFraction,5302,445,4857,8.393059222934742,35.20569620253164
HasPointsFraction,7863,641,7222,8.152104794607656,50.7120253164557
ParadigmScoreFraction,7415,598,6817,8.064733648010789,47.310126582278485
