name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
CountRecursiveCalls,113,52,61,46.017699115044245,7.503607503607504
CountNestedDepth,2,0,2,0.0,0.0
CountNestedMethods,490,264,226,53.87755102040816,38.095238095238095
CountFunctions,1220,495,725,40.57377049180328,71.42857142857143
IsFunction,19,6,13,31.57894736842105,0.8658008658008658
CountFunctionParameters,361,188,173,52.07756232686981,27.12842712842713
CountHigherOrderCalls,1142,473,669,41.41856392294221,68.25396825396825
CountFunctionCalls,439,244,195,55.58086560364465,35.20923520923521
CountCurrying,27,20,7,74.07407407407408,2.886002886002886
CountPatternMatching,1116,466,650,41.75627240143369,67.24386724386724
CountLazyValues,231,153,78,66.23376623376623,22.07792207792208
CountParameterLists,293,136,157,46.41638225255973,19.624819624819626
FunctionalScoreCount,1625,569,1056,35.01538461538461,82.1067821067821
CountVariables,386,214,172,55.44041450777202,30.88023088023088
CountVariableDefinitions,159,83,76,52.20125786163522,11.976911976911978
CountInnerVariableAssignment,158,76,82,48.10126582278481,10.966810966810966
CountOuterVariableUsage,274,178,96,64.96350364963503,25.685425685425685
CountOuterVariableAssignment,183,108,75,59.01639344262295,15.584415584415584
CountSideEffects,1050,453,597,43.142857142857146,65.36796536796537
IsSideEffect,658,334,324,50.75987841945289,48.1962481962482
CountSideEffectCalls,839,406,433,48.39094159713945,58.58585858585859
CountSideEffectFunctions,359,204,155,56.824512534818936,29.43722943722944
ImperativeScoreCount,1080,463,617,42.87037037037037,66.8109668109668
HasPointsCount,1810,602,1208,33.25966850828729,86.86868686868688
ParadigmScoreCount,1517,521,996,34.344100197758735,75.18037518037518
