name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
CountRecursiveCalls,100,31,69,31.0,25.40983606557377
CountNestedMethods,339,77,262,22.71386430678466,63.114754098360656
CountFunctions,810,82,728,10.123456790123457,67.21311475409836
IsFunction,127,21,106,16.535433070866144,17.21311475409836
CountFunctionParameters,376,58,318,15.425531914893616,47.540983606557376
CountHigherOrderCalls,633,82,551,12.954186413902052,67.21311475409836
CountFunctionCalls,337,50,287,14.836795252225517,40.98360655737705
CountCurrying,77,27,50,35.064935064935064,22.131147540983605
CountPatternMatching,559,79,480,14.132379248658319,64.75409836065575
CountLazyValues,9,1,8,11.11111111111111,0.819672131147541
CountParameterLists,463,65,398,14.038876889848812,53.278688524590166
FunctionalScoreCount,1022,93,929,9.099804305283756,76.22950819672131
CountVariables,134,39,95,29.1044776119403,31.967213114754102
CountVariableDefinitions,83,36,47,43.373493975903614,29.508196721311474
CountInnerVariableAssignment,125,39,86,31.2,31.967213114754102
CountOuterVariableUsage,79,17,62,21.518987341772153,13.934426229508196
CountOuterVariableAssignment,20,2,18,10.0,1.639344262295082
CountSideEffects,411,75,336,18.248175182481752,61.47540983606557
IsSideEffect,130,22,108,16.923076923076923,18.0327868852459
CountSideEffectCalls,259,60,199,23.166023166023166,49.18032786885246
CountSideEffectFunctions,98,35,63,35.714285714285715,28.688524590163933
ImperativeScoreCount,423,77,346,18.203309692671397,63.114754098360656
HasPointsCount,1111,101,1010,9.090909090909092,82.78688524590164
ParadigmScoreCount,991,99,892,9.989909182643794,81.14754098360656
