name,count,percentage_faulty mean,percentage_faulty std,percentage_total_faults mean,percentage_total_faults std
CountCurrying,8,29.45737572106185,19.936237783781703,9.856541513227114,9.707023690260806
CountFunctionCalls,9,31.858407481887046,24.94376076384274,26.220186049714634,14.873026647875559
CountFunctionParameters,9,32.73175055137122,24.490352045252706,25.731140039187288,12.434448655501713
CountFunctions,9,26.948286993278277,22.078589135681842,72.32946714216581,6.640663892811722
CountHigherOrderCalls,9,29.372097480381072,22.799982026179375,69.22986612874564,7.800184834681682
CountInnerVariableAssignment,9,40.50560594542135,25.21968186933152,15.095192791119066,8.606618591895325
CountLazyValues,9,44.91302015022516,32.013890338204085,13.92190925219601,14.593078119963785
CountNestedDepth,3,44.444444444444436,50.91750772173156,0.45012268469875605,0.5277418690923439
CountNestedMethods,9,43.054287769976234,29.274667953383293,38.19139148833537,14.505423521695265
CountOuterVariableAssignment,9,29.468912504077668,26.249369048536924,10.081924617563793,14.67905646107972
CountOuterVariableUsage,9,30.49554931576472,25.24985015866962,15.102022176668605,14.19669429730638
CountParameterLists,9,34.10564036517766,28.23349417185965,39.944454276161316,18.02830898186161
CountPatternMatching,9,33.363785925852014,25.00785278414826,67.70574898034872,12.206869244945164
CountRecursiveCalls,9,40.43532745852859,28.32151213769454,11.870285194166966,11.723453228875805
CountSideEffectCalls,9,34.35784462016456,26.808708538131004,47.048194071090705,22.46490868703889
CountSideEffectFunctions,9,48.233159446037966,28.185032093894236,22.26981383919237,12.712456760912215
CountSideEffects,9,30.66999352252968,25.36604676719705,55.123548618751414,25.81017905645187
CountVariableDefinitions,9,43.745559865825925,27.868284351346922,14.815571905731328,8.472544448200704
CountVariables,9,37.04271473622532,24.62647459390716,25.717620738913823,14.761813461555215
FunctionalScoreCount,9,24.91737453647627,22.000159421359143,85.1769635452294,6.590222494873354
HasPointsCount,9,23.729986186108047,21.460164206194715,88.78426209044493,5.777030824330355
ImperativeScoreCount,9,31.18780283860439,25.29639998233835,56.52904997617009,24.755472796348382
IsFunction,9,22.623314060358936,20.931898999181595,7.503608189416612,6.833467204618157
IsSideEffect,9,29.97997094936011,25.136834588861586,30.82347306391005,20.880731649451892
ParadigmScoreCount,9,23.73131670337423,21.30079460777349,73.69668733663826,21.12192815524884
