commit,faults,path,SwitchCount,MaxStretch,MaxStretchNormalized,MinStretch,MinStretchNormalized,AvgStretch,AvgStretchNormalized
HEAD,1,package cluster - object DowningWhenOtherHasQuarantinedThisActorSystemSpec,0.0,23.0,1.0,23.0,1.0,23.0,1.0
HEAD,0,package cluster - class DowningWhenOtherHasQuarantinedThisActorSystemMultiJvmNode1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package cluster - class DowningWhenOtherHasQuarantinedThisActorSystemMultiJvmNode2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package cluster - class DowningWhenOtherHasQuarantinedThisActorSystemMultiJvmNode3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package cluster - class DowningWhenOtherHasQuarantinedThisActorSystemSpec,1.0,70.0,0.8860759493670886,48.0,0.6075949367088608,59.0,0.7468354430379747
HEAD,1,package artery - class InboundQuarantineCheck,4.0,24.0,0.4897959183673469,5.0,0.10204081632653061,13.6,0.27755102040816326
HEAD,1,package artery - class InboundQuarantineCheck - method createLogic - <$anon: akka.stream.stage.GraphStageLogic with akka.stream.stage.InHandler with akka.stream.stage.OutHandler with akka.stream.stage.StageLogging>,4.0,24.0,0.5853658536585366,5.0,0.12195121951219512,12.0,0.2926829268292683
HEAD,0,package artery - object Association,4.0,36.0,0.6101694915254238,2.0,0.03389830508474576,15.8,0.2677966101694915
HEAD,0,package artery - object Association - trait QueueWrapper,0.0,3.0,1.0,3.0,1.0,3.0,1.0
HEAD,0,package artery - object Association - class QueueWrapperImpl,0.0,5.0,1.0,5.0,1.0,5.0,1.0
HEAD,0,package artery - object Association - object DisabledQueueWrapper,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package artery - object Association - object RemovedQueueWrapper,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package artery - object Association - class LazyQueueWrapper,3.0,9.0,0.6,2.0,0.13333333333333333,5.75,0.38333333333333336
HEAD,0,package artery - object Association - trait StopSignal,0.0,1.0,1.0,1.0,1.0,1.0,1.0
HEAD,0,package artery - object Association - object OutboundStreamStopIdleSignal,0.0,1.0,1.0,1.0,1.0,1.0,1.0
HEAD,0,package artery - object Association - object OutboundStreamStopQuarantinedSignal,0.0,1.0,1.0,1.0,1.0,1.0,1.0
HEAD,0,package artery - object Association - class OutboundStreamMatValues,0.0,4.0,1.0,4.0,1.0,4.0,1.0
HEAD,1,package artery - class Association,109.0,111.0,0.11280487804878049,2.0,0.0020325203252032522,12.236363636363636,0.012435328898743533
HEAD,0,package artery - class AssociationRegistry,13.0,40.0,0.36363636363636365,3.0,0.02727272727272727,13.785714285714286,0.12532467532467534
HEAD,0,package artery - trait InboundContext,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package artery - object AssociationState,0.0,24.0,1.0,24.0,1.0,24.0,1.0
HEAD,1,package artery - object AssociationState - class QuarantinedTimestamp,0.0,4.0,1.0,4.0,1.0,4.0,1.0
HEAD,0,package artery - object AssociationState - class UniqueRemoteAddressValue,0.0,3.0,1.0,3.0,1.0,3.0,1.0
HEAD,0,package artery - object AssociationState - trait UniqueRemoteAddressState,0.0,1.0,1.0,1.0,1.0,1.0,1.0
HEAD,0,package artery - object AssociationState - object UidKnown,0.0,1.0,1.0,1.0,1.0,1.0,1.0
HEAD,0,package artery - object AssociationState - object UidUnknown,0.0,1.0,1.0,1.0,1.0,1.0,1.0
HEAD,0,package artery - object AssociationState - object UidQuarantined,0.0,1.0,1.0,1.0,1.0,1.0,1.0
HEAD,1,package artery - class AssociationState,14.0,39.0,0.3979591836734694,1.0,0.01020408163265306,8.2,0.08367346938775509
HEAD,0,package artery - trait OutboundContext,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package artery - class ArteryTransport,48.0,97.0,0.14285714285714285,1.0,0.0014727540500736377,18.918367346938776,0.02786210213098494
HEAD,0,package artery - class ArteryTransport - <$anon: Thread>,0.0,19.0,1.0,19.0,1.0,19.0,1.0
HEAD,0,package artery - class ArteryTransport - method attachControlMessageObserver - <$anon: akka.remote.artery.InboundControlJunction.ControlMessageObserver>,12.0,29.0,0.3258426966292135,1.0,0.011235955056179775,9.615384615384615,0.10803802938634399
HEAD,0,package artery - object ArteryTransport,0.0,31.0,1.0,31.0,1.0,31.0,1.0
HEAD,0,package artery - object ArteryTransport - class AeronTerminated,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package artery - object ArteryTransport - object ShutdownSignal,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package artery - object ArteryTransport - object ShuttingDown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package artery - object ArteryTransport - class InboundStreamMatValues,0.0,1.0,1.0,1.0,1.0,1.0,1.0
HEAD,1,package internal - class AsyncDnsResolver,4.0,61.0,0.6039603960396039,8.0,0.07920792079207921,25.0,0.24752475247524752
HEAD,1,package internal - object AsyncDnsResolver,18.0,98.0,0.3656716417910448,2.0,0.007462686567164179,22.263157894736842,0.0830714846818539
HEAD,0,package internal - object AsyncDnsResolver - class ResolveFailedException,0.0,1.0,1.0,1.0,1.0,1.0,1.0
HEAD,0,package internal - object AsyncDnsResolver - class ResolutionFinished,0.0,4.0,1.0,4.0,1.0,4.0,1.0
HEAD,0,package internal - object AsyncDnsResolver - class DnsQuestionPreInjection,0.0,1.0,1.0,1.0,1.0,1.0,1.0
HEAD,0,package internal - object AsyncDnsResolver - class DidntDrop,0.0,1.0,1.0,1.0,1.0,1.0,1.0
HEAD,0,package internal - object AsyncDnsResolver - class RequestIdInjector,5.0,53.0,0.7794117647058824,2.0,0.029411764705882353,14.666666666666666,0.2156862745098039
HEAD,0,package internal - object AsyncDnsResolver - object DnsResolutionActor,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package internal - object AsyncDnsResolver - class DnsResolutionActor,11.0,37.0,0.25517241379310346,2.0,0.013793103448275862,17.416666666666668,0.12011494252873564
HEAD,0,package io - object TLSActor,0.0,16.0,1.0,16.0,1.0,16.0,1.0
HEAD,1,package io - class TLSActor,29.0,77.0,0.16849015317286653,3.0,0.006564551422319475,19.0,0.04157549234135667
HEAD,0,package io - class TLSActor - <$anon: akka.stream.impl.FanIn.InputBunch>,0.0,3.0,1.0,3.0,1.0,3.0,1.0
HEAD,0,package io - class TLSActor - class ChoppingBlock,2.0,38.0,0.6333333333333333,6.0,0.1,22.333333333333332,0.3722222222222222
HEAD,0,package io - class TLSActor - <$anon: akka.stream.impl.TransferState>,0.0,4.0,1.0,4.0,1.0,4.0,1.0
HEAD,0,package io - class TLSActor - <$anon: akka.stream.impl.TransferState>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package io - class TLSActor - <$anon: akka.stream.impl.TransferState>,0.0,4.0,1.0,4.0,1.0,4.0,1.0
HEAD,0,package io - class TLSActor - <$anon: akka.stream.impl.TransferState>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package io - object TlsUtils,2.0,21.0,0.7241379310344828,4.0,0.13793103448275862,11.333333333333334,0.39080459770114945
