commit,faults,path,FanOut,FanIn,CouplingBetweenObjects,DepthOfInheritance,LackOfCohesionInMethods,LinesOfCode,SourceLinesOfCode,CommentLinesOfCode,CommentDensity,NumberOfChildren,ResponseForClass,WeightedMethodCount,CyclomaticComplexity,DepthOfNesting,OutDegree,OutDegreeDistinct,PatternSize,NumberOfPatternVariables,ParadigmEntropyFraction,ParadigmGiniFraction
HEAD,1,package internal - class FiberRuntime,133.0,11.0,142.0,4.0,18.0,1125.0,846.0,271.0,0.24261414503133394,0.0,210.0,226.0,226.0,76.0,581.0,401.0,181.0,43.0,-0.0,50.0
HEAD,0,package internal - class FiberRuntime - method unsafe - <$anon: FiberRuntime.this.UnsafeAPI>,7.0,0.0,7.0,1.0,4.0,10.0,10.0,0.0,0.0,0.0,8.0,4.0,4.0,0.0,5.0,4.0,0.0,0.0,-0.0,3.0
HEAD,1,package internal - object FiberRuntime,34.0,11.0,44.0,0.0,0.0,42.0,42.0,0.0,0.0,0.0,20.0,3.0,3.0,0.0,7.0,3.0,0.0,0.0,-0.0,3.0
HEAD,0,package internal - object FiberRuntime - object EvaluationSignal,2.0,2.0,4.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package internal - object FiberRuntime - <$anon: zio.Cause.Folder[Set[zio.metrics.MetricLabel] Any Unit]>,15.0,0.0,15.0,1.0,7.0,11.0,11.0,0.0,0.0,0.0,12.0,7.0,7.0,0.0,8.0,6.0,0.0,0.0,-0.0,0.0
HEAD,0,package zio - trait ConfigProvider,13.0,10.0,22.0,0.0,2.0,88.0,33.0,56.0,0.6292134831460674,0.0,25.0,11.0,11.0,0.0,33.0,27.0,0.0,0.0,-0.0,8.0
HEAD,0,package zio - trait ConfigProvider - method flatten - <$anon: zio.ConfigProvider.Flat>,8.0,0.0,8.0,1.0,2.0,6.0,6.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,6.0,4.0,0.0,0.0,-0.0,0.0
HEAD,1,package zio - object ConfigProvider,136.0,10.0,142.0,0.0,0.0,550.0,500.0,46.0,0.08424908424908426,0.0,163.0,48.0,48.0,44.0,385.0,120.0,145.0,32.0,-0.0,7.0
HEAD,0,package zio - object ConfigProvider - trait Flat,29.0,10.0,34.0,0.0,2.0,89.0,90.0,0.0,0.0,0.0,33.0,13.0,13.0,4.0,75.0,30.0,42.0,6.0,-0.0,4.0
HEAD,0,package zio - object ConfigProvider - trait Flat - method contramapPath - <$anon: zio.ConfigProvider.Flat>,10.0,0.0,10.0,1.0,3.0,14.0,14.0,0.0,0.0,0.0,8.0,4.0,4.0,0.0,7.0,4.0,0.0,0.0,-0.0,1.0
HEAD,0,package zio - object ConfigProvider - trait Flat - method nested - <$anon: zio.ConfigProvider.Flat>,10.0,0.0,10.0,1.0,3.0,14.0,14.0,0.0,0.0,0.0,8.0,4.0,4.0,0.0,7.0,4.0,0.0,0.0,-0.0,1.0
HEAD,0,package zio - object ConfigProvider - trait Flat - method orElse - <$anon: zio.ConfigProvider.Flat>,18.0,0.0,18.0,1.0,3.0,31.0,31.0,0.0,0.0,0.0,13.0,9.0,9.0,4.0,48.0,15.0,42.0,6.0,-0.0,1.0
HEAD,0,package zio - object ConfigProvider - trait Flat - method unnested - <$anon: zio.ConfigProvider.Flat>,10.0,0.0,10.0,1.0,3.0,14.0,14.0,0.0,0.0,0.0,8.0,4.0,4.0,0.0,7.0,4.0,0.0,0.0,-0.0,1.0
HEAD,0,package zio - object ConfigProvider - object Flat,46.0,10.0,55.0,0.0,0.0,73.0,72.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package zio - object ConfigProvider - object Flat - trait PathPatch,33.0,13.0,42.0,0.0,4.0,30.0,30.0,0.0,0.0,5.0,19.0,11.0,11.0,10.0,31.0,16.0,45.0,10.0,-0.0,3.0
HEAD,0,package zio - object ConfigProvider - object Flat - object PathPatch,12.0,13.0,19.0,0.0,0.0,9.0,10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package zio - object ConfigProvider - object Flat - object PathPatch - class AndThen,3.0,29.0,31.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package zio - object ConfigProvider - object Flat - object PathPatch - object Empty,4.0,35.0,38.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package zio - object ConfigProvider - object Flat - object PathPatch - class MapName,4.0,4.0,7.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package zio - object ConfigProvider - object Flat - object PathPatch - class Nested,4.0,7.0,10.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package zio - object ConfigProvider - object Flat - object PathPatch - class Unnested,4.0,4.0,7.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package zio - object ConfigProvider - object Flat - object util,13.0,2.0,15.0,0.0,0.0,32.0,32.0,0.0,0.0,0.0,13.0,4.0,4.0,0.0,19.0,11.0,0.0,0.0,-0.0,3.0
HEAD,0,package zio - object ConfigProvider - method consoleProvider - <$anon: zio.ConfigProvider.Flat>,20.0,0.0,20.0,1.0,3.0,31.0,31.0,0.0,0.0,0.0,12.0,5.0,5.0,17.0,27.0,15.0,2.0,0.0,-0.0,0.0
HEAD,1,package zio - object ConfigProvider - method fromEnv - <$anon: zio.ConfigProvider.Flat>,21.0,0.0,21.0,1.0,5.0,34.0,34.0,0.0,0.0,0.0,19.0,5.0,5.0,0.0,30.0,12.0,0.0,0.0,-0.0,2.0
HEAD,1,package zio - object ConfigProvider - method fromFlat - <$anon: zio.ConfigProvider>,59.0,0.0,59.0,1.0,4.0,137.0,135.0,0.0,0.0,0.0,52.0,35.0,35.0,30.0,212.0,55.0,122.0,27.0,-0.0,1.0
