commit,faults,path,FanOut,FanIn,CouplingBetweenObjects,DepthOfInheritance,LackOfCohesionInMethods,LinesOfCode,SourceLinesOfCode,CommentLinesOfCode,CommentDensity,NumberOfChildren,ResponseForClass,WeightedMethodCount,CyclomaticComplexity,DepthOfNesting,OutDegree,OutDegreeDistinct,PatternSize,NumberOfPatternVariables,ParadigmEntropyFraction,ParadigmGiniFraction
HEAD,1,package internal - class FiberRuntime,133.0,11.0,142.0,4.0,18.0,1125.0,846.0,271.0,0.24261414503133394,0.0,210.0,226.0,2.973684210526316,1.0,7.644736842105263,5.276315789473684,2.3815789473684212,0.5657894736842105,-0.0,0.6578947368421053
HEAD,0,package internal - class FiberRuntime - method unsafe - <$anon: FiberRuntime.this.UnsafeAPI>,7.0,0.0,7.0,1.0,4.0,10.0,10.0,0.0,0.0,0.0,8.0,4.0,1.0,0.0,1.25,1.0,0.0,0.0,-0.0,0.75
HEAD,1,package internal - object FiberRuntime,34.0,11.0,44.0,0.0,0.0,42.0,42.0,0.0,0.0,0.0,20.0,3.0,1.0,0.0,2.3333333333333335,1.0,0.0,0.0,-0.0,1.0
HEAD,0,package internal - object FiberRuntime - object EvaluationSignal,2.0,2.0,4.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package internal - object FiberRuntime - <$anon: zio.Cause.Folder[Set[zio.metrics.MetricLabel] Any Unit]>,15.0,0.0,15.0,1.0,7.0,11.0,11.0,0.0,0.0,0.0,12.0,7.0,1.0,0.0,1.1428571428571428,0.8571428571428571,0.0,0.0,-0.0,0.0
HEAD,0,package zio - trait ConfigProvider,13.0,10.0,22.0,0.0,2.0,88.0,33.0,56.0,0.6292134831460674,0.0,25.0,11.0,1.0,0.0,3.0,2.4545454545454546,0.0,0.0,-0.0,0.7272727272727273
HEAD,0,package zio - trait ConfigProvider - method flatten - <$anon: zio.ConfigProvider.Flat>,8.0,0.0,8.0,1.0,2.0,6.0,6.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,3.0,2.0,0.0,0.0,-0.0,0.0
HEAD,1,package zio - object ConfigProvider,136.0,10.0,142.0,0.0,0.0,550.0,500.0,46.0,0.08424908424908426,0.0,163.0,48.0,6.0,5.5,48.125,15.0,18.125,4.0,-0.0,0.875
HEAD,0,package zio - object ConfigProvider - trait Flat,29.0,10.0,34.0,0.0,2.0,89.0,90.0,0.0,0.0,0.0,33.0,13.0,1.625,0.5,9.375,3.75,5.25,0.75,-0.0,0.5
HEAD,0,package zio - object ConfigProvider - trait Flat - method contramapPath - <$anon: zio.ConfigProvider.Flat>,10.0,0.0,10.0,1.0,3.0,14.0,14.0,0.0,0.0,0.0,8.0,4.0,1.0,0.0,1.75,1.0,0.0,0.0,-0.0,0.25
HEAD,0,package zio - object ConfigProvider - trait Flat - method nested - <$anon: zio.ConfigProvider.Flat>,10.0,0.0,10.0,1.0,3.0,14.0,14.0,0.0,0.0,0.0,8.0,4.0,1.0,0.0,1.75,1.0,0.0,0.0,-0.0,0.25
HEAD,0,package zio - object ConfigProvider - trait Flat - method orElse - <$anon: zio.ConfigProvider.Flat>,18.0,0.0,18.0,1.0,3.0,31.0,31.0,0.0,0.0,0.0,13.0,9.0,2.25,1.0,12.0,3.75,10.5,1.5,-0.0,0.25
HEAD,0,package zio - object ConfigProvider - trait Flat - method unnested - <$anon: zio.ConfigProvider.Flat>,10.0,0.0,10.0,1.0,3.0,14.0,14.0,0.0,0.0,0.0,8.0,4.0,1.0,0.0,1.75,1.0,0.0,0.0,-0.0,0.25
HEAD,0,package zio - object ConfigProvider - object Flat,46.0,10.0,55.0,0.0,0.0,73.0,72.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
