name,count,mean mean,mean std,std mean,std std
CountCurrying,9,0.019295024435891067,0.021584322416205153,0.15113435967697608,0.11767935452311404
CountFunctionCalls,9,0.08527838812412254,0.08101001665694609,0.3200487947913553,0.22230071140893504
CountFunctionParameters,9,0.07045548325499774,0.05910466295096694,0.22689576131249733,0.1029853585601046
CountFunctions,9,0.7752590394958896,0.4187167080318177,1.8563198042822562,1.1573525871846955
CountHigherOrderCalls,9,0.44683905807751995,0.23279485791371982,1.1677001333128842,0.8825061625036109
CountInnerVariableAssignment,9,0.042564518115096185,0.027811199074891668,0.46185222956170846,0.2917054447574904
CountLazyValues,9,0.029264104070954398,0.01887699578475867,0.22536223730255298,0.15665303735902267
CountNestedDepth,9,0.0001521094580811204,0.0004045895596130319,0.0040781081112066,0.010699628626513472
CountNestedMethods,9,0.11441768183808182,0.08482819043660404,0.5230929788250127,0.32534382893188896
CountOuterVariableAssignment,9,0.04487273264967122,0.06555694798316719,0.25266795399766484,0.24608020790951574
CountOuterVariableUsage,9,0.13789348205494883,0.20305841572167913,0.6563885004168273,0.655510710911077
CountParameterLists,9,0.14551313634972382,0.1092550844781238,0.3023093683910226,0.1349640116344118
CountPatternMatching,9,0.2687590815730027,0.09089715362230637,0.8070486820040468,0.46183083978868594
CountRecursiveCalls,9,0.011482407250777945,0.007222179861244941,0.10795176724566194,0.05208431344583081
CountSideEffectCalls,9,0.3905357900448587,0.4029382905615743,1.3885619858999865,0.8780371266261237
CountSideEffectFunctions,9,0.03293578861661146,0.024901448360064856,0.2040423476191033,0.1250455304458517
CountSideEffects,9,0.9298957753080261,0.9101474759673472,3.1117813531709118,2.0293735981251615
CountVariableDefinitions,9,0.02952768940261671,0.022264469448490313,0.23507644690785132,0.1699335217837844
CountVariables,9,0.31379262656756324,0.2813850513714449,1.9057842276016668,1.0957770676318712
FunctionalScoreCount,9,1.991438883720107,0.8713217799823598,4.136200515659997,2.529433147362109
HasPointsCount,9,0.5229992831937735,0.11016875064068976,0.4184615641592136,0.013811119296208964
ImperativeScoreCount,9,2.022021755358635,1.9521886448481727,7.324559455831214,4.520067319270141
IsFunction,9,0.024723369791063866,0.017745689067902377,0.11898118323998243,0.06136566978177371
IsSideEffect,9,0.10000335259924183,0.08807316343723784,0.2304460889743689,0.10404995331750598
ParadigmScoreCount,9,0.2589385584935013,0.19730529857142742,0.4900328723216044,0.05122759774841951
