name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
Switch count,19062,565,18497,2.9640121708110376,33.81208856971873
Max stretch,34485,1271,33214,3.6856604320719155,76.0622381807301
Min stretch,34484,1271,33213,3.6857673123767545,76.0622381807301
Average stretch,34485,1271,33214,3.6856604320719155,76.0622381807301
parParadigmEntropyBool,5714,283,5431,4.9527476373818695,16.935966487133452
parParadigmGiniBool,14893,583,14310,3.9145907473309607,34.88928785158588
parParadigmEntropyCount,4177,239,3938,5.72180991141968,14.302812687013763
parParadigmGiniCount,13420,542,12878,4.038748137108793,32.43566726511071
parParadigmEntropyFraction,490,9,481,1.8367346938775513,0.5385996409335727
parParadigmGiniFraction,18713,753,17960,4.023940576070112,45.062836624775585
