name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
Switch count,1818,155,1663,8.525852585258525,71.75925925925925
Max stretch,2904,202,2702,6.955922865013774,93.51851851851852
Min stretch,2904,202,2702,6.955922865013774,93.51851851851852
Average stretch,2904,202,2702,6.955922865013774,93.51851851851852
parParadigmEntropyBool,900,98,802,10.888888888888888,45.370370370370374
parParadigmGiniBool,1719,109,1610,6.340895869691682,50.46296296296296
parParadigmEntropyCount,900,98,802,10.888888888888888,45.370370370370374
parParadigmGiniCount,1726,109,1617,6.3151796060254926,50.46296296296296
parParadigmEntropyFraction,396,31,365,7.828282828282829,14.351851851851851
parParadigmGiniFraction,2297,95,2202,4.13582934262081,43.98148148148148
