name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
Switch count,1426,377,1049,26.43758765778401,27.200577200577204
Max stretch,4531,911,3620,20.105936879276097,65.72871572871573
Min stretch,4531,911,3620,20.105936879276097,65.72871572871573
Average stretch,4531,911,3620,20.105936879276097,65.72871572871573
parParadigmEntropyBool,1418,368,1050,25.952045133991536,26.551226551226552
parParadigmGiniBool,4849,656,4193,13.528562590224787,47.33044733044733
parParadigmEntropyCount,1417,368,1049,25.970359915314045,26.551226551226552
parParadigmGiniCount,4848,656,4192,13.531353135313532,47.33044733044733
parParadigmEntropyFraction,312,58,254,18.58974358974359,4.184704184704184
parParadigmGiniFraction,5680,743,4937,13.080985915492956,53.6075036075036
