name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
Switch count,3133,348,2785,11.107564634535589,34.01759530791789
Max stretch,9755,806,8949,8.262429523321375,78.78787878787878
Min stretch,9755,806,8949,8.262429523321375,78.78787878787878
Average stretch,9755,806,8949,8.262429523321375,78.78787878787878
parParadigmEntropyBool,2939,322,2617,10.956107519564478,31.47605083088954
parParadigmGiniBool,9402,558,8844,5.93490746649649,54.54545454545454
parParadigmEntropyCount,2837,314,2523,11.068029608741629,30.69403714565005
parParadigmGiniCount,9331,551,8780,5.905047690494052,53.86119257086999
parParadigmEntropyFraction,378,26,352,6.878306878306878,2.541544477028348
parParadigmGiniFraction,12202,685,11517,5.613833797738075,66.95992179863147
