name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
Switch count,11390,1039,10351,9.122036874451272,36.290604261264406
Max stretch,29908,2018,27890,6.747358566269894,70.48550471533358
Min stretch,29908,2018,27890,6.747358566269894,70.48550471533358
Average stretch,29908,2018,27890,6.747358566269894,70.48550471533358
parParadigmEntropyBool,12776,1174,11602,9.189104571070757,41.00593782745372
parParadigmGiniBool,38195,1761,36434,4.6105511192564474,61.50890674118058
parParadigmEntropyCount,12530,1154,11376,9.209896249002394,40.307369891721976
parParadigmGiniCount,37976,1741,36235,4.584474404887297,60.81033880544883
parParadigmEntropyFraction,2353,147,2206,6.24734381640459,5.134474327628362
parParadigmGiniFraction,37880,1452,36428,3.833157338965153,50.716032134125044
