name,count,mean mean,mean std,std mean,std std
CountCurrying,9,0.0916748762407046,0.10853945906855823,0.6553611497896885,0.5496790198552144
CountFunctionCalls,9,0.28180774758700117,0.30622135924514937,1.4269499654209925,1.640138946878389
CountFunctionParameters,9,0.3782826193176626,0.34398010728960476,2.277680015256649,2.2692073190770343
CountFunctions,9,3.312597716427349,2.3601100253814877,12.790982883460705,14.246547612970188
CountHigherOrderCalls,9,1.9913872381045385,1.4426922140371645,8.161269233616164,9.783464734843747
CountInnerVariableAssignment,9,0.23202779446409386,0.26877053775399096,1.4884240429435478,1.2624059379731842
CountLazyValues,9,0.3840102867816095,0.7622969980476308,4.256736626862086,9.498701379713042
CountNestedDepth,9,0.0006401533218726778,0.0010657019697745392,0.024603788919303742,0.040921131056905015
CountNestedMethods,9,0.37420008719940134,0.30848743132206413,1.6622667463578984,1.2502560833743108
CountOuterVariableAssignment,9,0.1614511923572527,0.1456491032433026,0.9870915241042854,0.5954297058181616
CountOuterVariableUsage,9,0.5784289441324605,0.5515965399890395,3.348100981141154,2.7713376288736358
CountParameterLists,9,0.7635329080251299,0.6801287383052972,3.710481679060692,4.055578722308199
CountPatternMatching,9,1.0453514525633718,0.4120142399360126,4.552881125776311,4.421723702635603
CountRecursiveCalls,9,0.0635204489545886,0.060428137613884804,0.607914698078635,0.5360418442064409
CountSideEffectCalls,9,1.5294202729214397,1.0295814497132043,5.921833079331165,3.2830170645200982
CountSideEffectFunctions,9,0.13139128054244759,0.06709790023685376,0.7879650590271396,0.38735146890871414
CountSideEffects,9,3.5998374122031773,2.5220133090479147,12.894196318866216,7.900569175505879
CountVariableDefinitions,9,0.13514646030848831,0.15897363960770494,0.7764196572361427,0.7186346581952335
CountVariables,9,1.412351071705918,1.3116009259469639,6.890743347542862,5.03452466844135
FunctionalScoreCount,9,8.782046533370561,5.5710745427132595,32.51057087838023,33.87947823600934
HasPointsCount,9,2.2232168967983013,0.68321289573297,5.531200060365326,3.4325888222683787
ImperativeScoreCount,9,8.21677002659708,5.829050747420908,29.999766521837525,18.221886432027166
IsFunction,9,0.09504099884733255,0.07630698308756081,0.5399828913727106,0.35440553322491847
IsSideEffect,9,0.43671559796180154,0.31900978653211687,1.565830879969987,0.9514943101056117
ParadigmScoreCount,9,1.0272907850138404,0.7631016456359616,4.725540208488835,3.332132657890311
