commit,faults,path,Switch count,Max stretch,Min stretch,Average stretch,parParadigmEntropyBool,parParadigmGiniBool,parParadigmEntropyCount,parParadigmGiniCount,parParadigmEntropyFraction,parParadigmGiniFraction
HEAD,0,package firrtl - package annotations - trait SingleTargetAnnotation - method duplicate,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package firrtl - package annotations - trait SingleTargetAnnotation - method update,0.0,29.0,29.0,29.0,-0.0,0.0,-0.0,0.0,-0.0,1.0
HEAD,0,package passes - package memlib - object PassConfigUtil - method getPassOptions,0.0,19.0,19.0,19.0,-0.0,0.0,-0.0,0.0,-0.0,1.0
HEAD,0,package passes - package memlib - object PassConfigUtil - method getPassOptions - method nextPassOption,0.0,12.0,12.0,12.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package passes - package memlib - object ReplSeqMemAnnotation - method parse,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package internal - class CIRCTOM - method evaluator,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package internal - class CIRCTOM - method newBasePathEmpty,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package internal - class CIRCTOMEvaluator - method instantiate,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package internal - class CIRCTOMObject - method field,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package decode - class DecodeTableAnnotation - method duplicate,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package core - object IsInstantiable - class IsInstantiableExtensions - method toInstance,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package <empty> - package logger - package object logger - object LoggerOptionsView - method view,0.0,7.0,7.0,7.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package circt - object ClockGate - method apply,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package chisel3 - class EnumType - method toString,0.0,7.0,7.0,7.0,-0.0,0.0,-0.0,0.0,-0.0,1.0
HEAD,0,package chisel3 - class EnumType - method cloneType,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package chisel3 - class EnumType - method compop,0.0,8.0,8.0,8.0,-0.0,0.0,-0.0,0.0,-0.0,1.0
HEAD,0,package chisel3 - class EnumType - method connectFromBits,1.0,5.0,4.0,4.333333333333333,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package chisel3 - class EnumType - macro method ===,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package chisel3 - class EnumType - macro method =/=,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package chisel3 - class EnumType - macro method <,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package chisel3 - class EnumType - macro method <=,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package chisel3 - class EnumType - macro method >,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package chisel3 - class EnumType - macro method >=,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package chisel3 - class EnumType - method do_===,1.0,1.0,1.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package chisel3 - class EnumType - method do_=/=,1.0,1.0,1.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package chisel3 - class EnumType - method do_<,1.0,1.0,1.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package chisel3 - class EnumType - method do_>,1.0,1.0,1.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package chisel3 - class EnumType - method do_<=,1.0,1.0,1.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package chisel3 - class EnumType - method do_>=,1.0,1.0,1.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package chisel3 - class EnumType - method _asUIntImpl,1.0,1.0,1.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package chisel3 - class EnumType - method width,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package chisel3 - class EnumType - method isValid,0.0,4.0,4.0,4.0,-0.0,0.0,-0.0,0.0,-0.0,1.0
HEAD,0,package chisel3 - class EnumType - method isOneOf,2.0,1.0,1.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package chisel3 - class EnumType - method isOneOf,1.0,5.0,4.0,4.5,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package chisel3 - class EnumType - method next,0.0,12.0,12.0,12.0,-0.0,0.0,-0.0,0.0,-0.0,1.0
HEAD,0,package chisel3 - class EnumType - method bindToLiteral,0.0,2.0,2.0,2.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package chisel3 - class EnumType - method bind,0.0,10.0,10.0,10.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package chisel3 - class EnumType - method enumFields,0.0,11.0,11.0,11.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package chisel3 - class EnumType - method outerMostVec,0.0,12.0,12.0,12.0,-0.0,0.0,-0.0,0.0,-0.0,1.0
HEAD,0,package chisel3 - class EnumType - method annotateEnum,2.0,16.0,16.0,16.0,-0.0,1.0,-0.0,1.0,-0.0,0.0
HEAD,0,package chisel3 - class EnumType - method enumTypeName,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package chisel3 - class EnumType - method toPrintable,10.0,19.0,19.0,19.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package chisel3 - class EnumType - method toPrintable - method leftPad,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package chisel3 - class ChiselEnum - object Type - method apply,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package chisel3 - class ChiselEnum - method enumNames,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package chisel3 - class ChiselEnum - method enumValues,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package chisel3 - class ChiselEnum - method enumInstances,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package chisel3 - class ChiselEnum - method isTotal,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package chisel3 - class ChiselEnum - method globalAnnotation,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package chisel3 - class ChiselEnum - method getWidth,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package chisel3 - class ChiselEnum - method all,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package chisel3 - class ChiselEnum - method allNames,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package chisel3 - class ChiselEnum - method nameOfValue,0.0,1.0,1.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,1.0
HEAD,0,package chisel3 - class ChiselEnum - macro method Value,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package chisel3 - class ChiselEnum - macro method Value,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package chisel3 - class ChiselEnum - method do_Value,0.0,11.0,11.0,11.0,-0.0,0.0,-0.0,0.0,-0.0,1.0
HEAD,0,package chisel3 - class ChiselEnum - method do_Value,0.0,11.0,11.0,11.0,-0.0,0.0,-0.0,0.0,-0.0,1.0
HEAD,0,package chisel3 - class ChiselEnum - method apply,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package chisel3 - class ChiselEnum - method castImpl,3.0,26.0,25.0,25.5,-0.0,1.0,-0.0,1.0,-0.0,0.0
HEAD,0,package chisel3 - class ChiselEnum - method apply,1.0,1.0,1.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package chisel3 - class ChiselEnum - method safe,1.0,2.0,2.0,2.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package chisel3 - object EnumMacros - method ValImpl,0.0,9.0,9.0,9.0,-0.0,0.0,-0.0,0.0,-0.0,1.0
HEAD,0,package chisel3 - object EnumMacros - method ValCustomImpl,1.0,7.0,7.0,7.0,-0.0,1.0,-0.0,1.0,-0.0,0.0
HEAD,0,package chisel3 - class UnsafeEnum - method cloneType,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package chisel3 - object suppressEnumCastWarning - method apply,0.0,8.0,8.0,8.0,-0.0,0.0,-0.0,0.0,-0.0,1.0
HEAD,0,package aop - object Select - method getLeafs,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package aop - object Select - method getIntermediateAndLeafs,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package aop - object Select - method instancesIn,3.0,14.0,14.0,14.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package aop - object Select - method instancesOf,4.0,17.0,17.0,17.0,-0.0,1.0,-0.0,1.0,-0.0,0.0
HEAD,0,package aop - object Select - method allInstancesOf,2.0,3.0,3.0,3.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package aop - object Select - method definitionsIn,1.0,21.0,21.0,21.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package aop - object Select - method definitionsOf,4.0,23.0,23.0,23.0,-0.0,1.0,-0.0,1.0,-0.0,0.0
HEAD,0,package aop - object Select - method allDefinitionsOf,3.0,17.0,17.0,17.0,-0.0,1.0,-0.0,1.0,-0.0,0.0
HEAD,0,package aop - object Select - method allDefinitionsOf - method rec,2.0,7.0,7.0,7.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package aop - object Select - method getDeep,2.0,6.0,6.0,6.0,-0.0,1.0,-0.0,1.0,-0.0,0.0
HEAD,0,package aop - object Select - method collectDeep,2.0,6.0,6.0,6.0,-0.0,1.0,-0.0,1.0,-0.0,0.0
HEAD,0,package aop - object Select - method instances,2.0,16.0,16.0,16.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package aop - object Select - method registers,1.0,2.0,2.0,2.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package aop - object Select - method ios,1.0,2.0,2.0,2.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package aop - object Select - method ios,1.0,3.0,3.0,3.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package aop - object Select - method syncReadMems,1.0,2.0,2.0,2.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package aop - object Select - method mems,1.0,2.0,2.0,2.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package aop - object Select - method ops,1.0,2.0,2.0,2.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package aop - object Select - method ops,2.0,2.0,2.0,2.0,-0.0,1.0,-0.0,1.0,-0.0,0.0
HEAD,0,package aop - object Select - method wires,1.0,2.0,2.0,2.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package aop - object Select - method memPorts,1.0,2.0,2.0,2.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package aop - object Select - method memPorts,2.0,2.0,2.0,2.0,-0.0,1.0,-0.0,1.0,-0.0,0.0
HEAD,0,package aop - object Select - method invalids,1.0,2.0,2.0,2.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package aop - object Select - method attachedTo,2.0,9.0,9.0,9.0,-0.0,1.0,-0.0,1.0,-0.0,0.0
HEAD,1,package aop - object Select - method connectionsTo,5.0,36.0,36.0,36.0,-0.0,1.0,-0.0,1.0,-0.0,0.0
HEAD,1,package aop - object Select - method stops,1.0,12.0,12.0,12.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,1,package aop - object Select - method printfs,1.0,12.0,12.0,12.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package aop - object Select - method check,0.0,2.0,2.0,2.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package aop - object Select - method check,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package aop - object Select - method getEffected,0.0,5.0,5.0,5.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package aop - object Select - method getId,0.0,5.0,5.0,5.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package aop - object Select - method getData,0.0,3.0,3.0,3.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,1,package aop - object Select - method getName,0.0,10.0,10.0,10.0,-0.0,0.0,-0.0,0.0,-0.0,1.0
HEAD,0,package aop - object Select - method searchWhens,3.0,19.0,19.0,19.0,-0.0,1.0,-0.0,1.0,-0.0,0.0
HEAD,0,package aop - object Select - trait Serializeable - method serialize,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package aop - object Select - trait Predicate - method not,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package aop - object Select - class When - method not,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package aop - object Select - class When - method serialize,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package aop - object Select - class WhenNot - method not,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package aop - object Select - class WhenNot - method serialize,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package aop - object Select - class PredicatedConnect - method serialize,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package aop - object Select - class Stop - method serialize,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package aop - object Select - class Printf - method serialize,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package phases - object Checks - method prerequisites,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package phases - object Checks - method optionalPrerequisiteOf,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package phases - object Checks - method invalidates,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package phases - object Checks - method transform,4.0,20.0,20.0,20.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package docs - class VerilogMdocModifier - method process,0.0,17.0,17.0,17.0,-0.0,0.0,-0.0,0.0,-0.0,1.0
HEAD,0,package stage - object PreserveAggregate - method options,0.0,9.0,9.0,9.0,-0.0,0.0,-0.0,0.0,-0.0,1.0
HEAD,0,package stage - object CIRCTTargetAnnotation - method options,0.0,12.0,12.0,12.0,-0.0,0.0,-0.0,0.0,-0.0,1.0
HEAD,0,package stage - class EmittedMLIR - method baseFileName,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package stage - class EmittedMLIR - method getBytes,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package stage - object FirtoolBinaryPath - method options,0.0,5.0,5.0,5.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
