name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
IsRecursive,211,88,123,41.70616113744076,17.254901960784313
IsNested,1,0,1,0.0,0.0
HasNestedMethods,666,212,454,31.83183183183183,41.568627450980394
HasFunctions,3523,428,3095,12.148736871984104,83.92156862745098
IsFunction,220,48,172,21.818181818181817,9.411764705882353
HasFunctionParameters,1534,235,1299,15.31942633637549,46.07843137254902
HasHigherOrderCalls,2761,397,2364,14.378848243390077,77.84313725490196
HasFunctionCalls,1546,297,1249,19.21086675291074,58.235294117647065
HasCurrying,270,122,148,45.18518518518518,23.92156862745098
HasPatternMatching,1345,331,1014,24.609665427509295,64.90196078431373
HasLazyValues,258,115,143,44.57364341085272,22.54901960784314
HasMultipleParameterLists,2518,299,2219,11.87450357426529,58.62745098039216
FunctionalScoreBool,4692,459,4233,9.782608695652174,90.0
HasVariables,403,108,295,26.799007444168733,21.176470588235293
HasVariableDefinitions,316,97,219,30.69620253164557,19.019607843137255
HasInnerVariableAssignment,309,93,216,30.097087378640776,18.235294117647058
HasOuterVariableUsage,148,23,125,15.54054054054054,4.509803921568627
HasOuterVariableAssignment,96,18,78,18.75,3.5294117647058822
HasSideEffects,1327,292,1035,22.004521477015825,57.25490196078431
IsSideEffect,491,71,420,14.460285132382891,13.92156862745098
HasSideEffectCalls,816,202,614,24.754901960784316,39.6078431372549
HasSideEffectFunctions,249,139,110,55.82329317269076,27.254901960784313
ImperativeScoreBool,1343,296,1047,22.040208488458674,58.03921568627452
HasPointsBool,4834,475,4359,9.826230864708316,93.13725490196079
ParadigmScoreBool,4175,414,3761,9.916167664670658,81.17647058823529
