name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
IsRecursive,100,31,69,31.0,25.40983606557377
HasNestedMethods,339,77,262,22.71386430678466,63.114754098360656
HasFunctions,813,82,731,10.08610086100861,67.21311475409836
IsFunction,127,21,106,16.535433070866144,17.21311475409836
HasFunctionParameters,376,58,318,15.425531914893616,47.540983606557376
HasHigherOrderCalls,633,82,551,12.954186413902052,67.21311475409836
HasFunctionCalls,337,50,287,14.836795252225517,40.98360655737705
HasCurrying,77,27,50,35.064935064935064,22.131147540983605
HasPatternMatching,559,79,480,14.132379248658319,64.75409836065575
HasLazyValues,9,1,8,11.11111111111111,0.819672131147541
HasMultipleParameterLists,463,65,398,14.038876889848812,53.278688524590166
FunctionalScoreBool,1024,93,931,9.08203125,76.22950819672131
HasVariables,134,39,95,29.1044776119403,31.967213114754102
HasVariableDefinitions,83,36,47,43.373493975903614,29.508196721311474
HasInnerVariableAssignment,125,39,86,31.2,31.967213114754102
HasOuterVariableUsage,79,17,62,21.518987341772153,13.934426229508196
HasOuterVariableAssignment,20,2,18,10.0,1.639344262295082
HasSideEffects,490,80,410,16.3265306122449,65.57377049180327
IsSideEffect,130,22,108,16.923076923076923,18.0327868852459
HasSideEffectCalls,259,60,199,23.166023166023166,49.18032786885246
HasSideEffectFunctions,98,35,63,35.714285714285715,28.688524590163933
ImperativeScoreBool,502,82,420,16.334661354581673,67.21311475409836
HasPointsBool,1123,101,1022,8.993766696349065,82.78688524590164
ParadigmScoreBool,933,96,837,10.289389067524116,78.68852459016394
