commit,faults,path,CyclomaticComplexity,DepthOfNesting,LinesOfCode,SourceLinesOfCode,CommentLinesOfCode,CommentDensity,OutDegree,OutDegreeDistinct,PatternSize,NumberOfPatternVariables,ParadigmEntropyFraction,ParadigmGiniFraction
HEAD,0,package teamSearch - class Env - method apply,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,-0.0,1.0
HEAD,3,package teamSearch - class Env - method cli,1.0,0.0,6.0,5.0,0.0,0.0,2.0,2.0,0.0,0.0,-0.0,1.0
HEAD,3,package teamSearch - class Env - method cli - <$anon: lila.common.Cli> - method process,1.0,0.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.0,0.0
HEAD,3,package forum - class TopicApi - method show,2.0,8.0,19.0,17.0,0.0,0.0,16.0,2.0,7.0,2.0,-0.0,0.0
HEAD,0,package forum - class TopicApi - object findDuplicate - method apply,1.0,0.0,7.0,7.0,0.0,0.0,6.0,3.0,0.0,0.0,-0.0,1.0
HEAD,15,package forum - class TopicApi - method makeTopic,6.0,21.0,49.0,49.0,0.0,0.0,50.0,16.0,12.0,3.0,-0.0,1.0
HEAD,0,package forum - class TopicApi - method makeUblogDiscuss,1.0,0.0,32.0,31.0,0.0,0.0,8.0,2.0,0.0,0.0,-0.0,1.0
HEAD,2,package forum - class TopicApi - method makeBlogDiscuss,1.0,0.0,23.0,23.0,0.0,0.0,5.0,4.0,0.0,0.0,-0.0,1.0
HEAD,0,package forum - class TopicApi - method makeNewTopic,1.0,0.0,7.0,7.0,0.0,0.0,14.0,5.0,0.0,0.0,-0.0,1.0
HEAD,1,package forum - class TopicApi - method getSticky,1.0,0.0,8.0,8.0,0.0,0.0,9.0,8.0,0.0,0.0,-0.0,1.0
HEAD,1,package forum - class TopicApi - method toggleClose,1.0,0.0,6.0,5.0,0.0,0.0,9.0,5.0,0.0,0.0,-0.0,1.0
HEAD,0,package forum - class TopicApi - method toggleHide,1.0,0.0,7.0,6.0,0.0,0.0,9.0,4.0,0.0,0.0,-0.0,1.0
HEAD,0,package forum - class TopicApi - method toggleSticky,1.0,0.0,5.0,5.0,0.0,0.0,7.0,4.0,0.0,0.0,-0.0,1.0
HEAD,0,package forum - class TopicApi - method denormalize,2.0,1.0,21.0,21.0,0.0,0.0,23.0,7.0,1.0,0.0,-0.0,1.0
HEAD,0,package mod - class AssessApi - method bottomDate,1.0,0.0,1.0,1.0,1.0,0.5,4.0,2.0,0.0,0.0,-0.0,1.0
HEAD,2,package mod - class AssessApi - method createPlayerAssessment,1.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,-0.0,1.0
HEAD,3,package mod - class AssessApi - method getPlayerAssessmentById,1.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.0,1.0
HEAD,5,package mod - class AssessApi - method getPlayerAssessmentsByUserId,1.0,0.0,6.0,6.0,0.0,0.0,7.0,2.0,0.0,0.0,-0.0,1.0
HEAD,2,package mod - class AssessApi - method getPlayerAggregateAssessment,1.0,0.0,11.0,10.0,0.0,0.0,9.0,5.0,0.0,0.0,-0.0,1.0
HEAD,0,package mod - class AssessApi - method withGames,1.0,0.0,4.0,4.0,0.0,0.0,5.0,4.0,0.0,0.0,-0.0,1.0
HEAD,0,package mod - class AssessApi - method buildMissing,3.0,7.0,24.0,24.0,0.0,0.0,24.0,6.0,9.0,3.0,-0.0,1.0
HEAD,0,package mod - class AssessApi - method makeAndGetFullOrBasicsFor,3.0,5.0,22.0,22.0,0.0,0.0,22.0,8.0,5.0,1.0,-0.0,1.0
HEAD,1,package mod - class AssessApi - method getPlayerAggregateAssessmentWithGames,1.0,0.0,9.0,8.0,0.0,0.0,6.0,4.0,0.0,0.0,-0.0,1.0
HEAD,0,package mod - class AssessApi - method refreshAssessOf,1.0,0.0,9.0,9.0,0.0,0.0,10.0,3.0,0.0,0.0,-0.0,1.0
HEAD,10,package mod - class AssessApi - method onAnalysisReady,8.0,0.0,22.0,21.0,0.0,0.0,27.0,13.0,0.0,0.0,-0.0,1.0
HEAD,1,package mod - class AssessApi - method onAnalysisReady - method consistentMoveTimes,1.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,-0.0,0.0
HEAD,1,package mod - class AssessApi - method assessUser,6.0,11.0,24.0,22.0,1.0,0.043478260869565216,19.0,4.0,15.0,0.0,-0.0,1.0
HEAD,0,package mod - class AssessApi - method randomPercent,1.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,-0.0,1.0
HEAD,8,package mod - class AssessApi - method onGameReady,17.0,0.0,72.0,55.0,14.0,0.2028985507246377,80.0,29.0,0.0,0.0,-0.0,1.0
HEAD,0,package mod - class AssessApi - method onGameReady - method manyBlurs,1.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,-0.0,0.0
HEAD,1,package mod - class AssessApi - method onGameReady - method winnerGreatProgress,1.0,0.0,4.0,4.0,0.0,0.0,7.0,4.0,0.0,0.0,-0.0,0.0
HEAD,0,package mod - class AssessApi - method onGameReady - method noFastCoefVariation,1.0,0.0,2.0,2.0,0.0,0.0,7.0,5.0,0.0,0.0,-0.0,0.0
HEAD,0,package mod - class AssessApi - method onGameReady - method winnerUserOption,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,-0.0,0.0
HEAD,0,package mod - class AssessApi - method onGameReady - method loserUserOption,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,-0.0,0.0
HEAD,0,package mod - class AssessApi - method onGameReady - method winnerNbGames,1.0,0.0,5.0,5.0,0.0,0.0,3.0,3.0,0.0,0.0,-0.0,0.0
HEAD,0,package mod - class AssessApi - method onGameReady - method suspCoefVariation,1.0,0.0,4.0,4.0,0.0,0.0,9.0,6.0,0.0,0.0,-0.0,0.0
HEAD,0,package mod - class AssessApi - method onGameReady - method isUpset,1.0,0.0,6.0,6.0,0.0,0.0,6.0,3.0,0.0,0.0,-0.0,0.0
HEAD,0,package lila - package user - package object user - method logger,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.0,1.0
HEAD,8,package html - package relay - object show - method apply,1.0,0.0,54.0,54.0,0.0,0.0,42.0,2.0,0.0,0.0,-0.0,0.0
HEAD,1,package user - object mod - method mzSection,1.0,0.0,2.0,2.0,0.0,0.0,8.0,2.0,0.0,0.0,-0.0,1.0
HEAD,3,package user - object mod - method menu,1.0,0.0,10.0,10.0,0.0,0.0,23.0,1.0,0.0,0.0,-0.0,1.0
HEAD,7,package user - object mod - method actions,3.0,0.0,186.0,170.0,0.0,0.0,269.0,1.0,0.0,0.0,-0.0,0.0
HEAD,3,package user - object mod - method prefs,3.0,0.0,25.0,25.0,0.0,0.0,35.0,3.0,0.0,0.0,-0.0,0.0
HEAD,0,package user - object mod - method showRageSitAndPlaybans,1.0,0.0,5.0,5.0,0.0,0.0,8.0,1.0,0.0,0.0,-0.0,1.0
HEAD,0,package user - object mod - method plan,4.0,4.0,35.0,34.0,1.0,0.02857142857142857,31.0,3.0,9.0,2.0,-0.0,0.0
HEAD,1,package user - object mod - method student,1.0,0.0,7.0,7.0,0.0,0.0,7.0,1.0,0.0,0.0,-0.0,0.0
HEAD,3,package user - object mod - method modLog,1.0,0.0,44.0,43.0,0.0,0.0,53.0,1.0,0.0,0.0,-0.0,0.0
HEAD,3,package user - object mod - method reportLog,1.0,0.0,46.0,46.0,0.0,0.0,60.0,1.0,0.0,0.0,-0.0,0.0
HEAD,3,package user - object mod - method assessments,2.0,0.0,144.0,140.0,0.0,0.0,145.0,1.0,0.0,0.0,-0.0,0.0
HEAD,1,package user - object mod - method markTd,2.0,0.0,3.0,3.0,0.0,0.0,5.0,2.0,0.0,0.0,-0.0,1.0
HEAD,7,package user - object mod - method otherUsers,6.0,18.0,104.0,103.0,1.0,0.009615384615384616,196.0,1.0,20.0,5.0,-0.0,0.0
HEAD,1,package user - object mod - method emailValueOf,3.0,6.0,5.0,5.0,0.0,0.0,11.0,5.0,12.0,2.0,-0.0,0.0
HEAD,4,package user - object mod - method identification,2.0,0.0,133.0,133.0,0.0,0.0,181.0,2.0,0.0,0.0,-0.0,0.0
HEAD,0,package user - object mod - method parts,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,-0.0,0.0
HEAD,0,package user - object mod - method altMarks,3.0,5.0,12.0,12.0,0.0,0.0,19.0,2.0,14.0,4.0,-0.0,1.0
HEAD,1,package user - object mod - method userMarks,1.0,0.0,11.0,11.0,0.0,0.0,10.0,3.0,0.0,0.0,-0.0,1.0
HEAD,0,package search - class Env - method makeHttp,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0
HEAD,3,package api - class LobbyApi - method apply,2.0,15.0,24.0,24.0,0.0,0.0,33.0,3.0,7.0,2.0,-0.0,1.0
HEAD,5,package api - class LobbyApi - method nowPlaying,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,-0.0,0.0
HEAD,0,package coach - class Coach - method id,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0
HEAD,0,package coach - class Coach - method is,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.0,1.0
HEAD,1,package coach - class Coach - method hasPicture,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0
HEAD,0,package coach - class Coach - method daysOld,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.0,1.0
HEAD,2,package coach - object Coach - method make,1.0,0.0,13.0,13.0,0.0,0.0,7.0,2.0,0.0,0.0,-0.0,1.0
HEAD,0,package coach - object Coach - class WithUser - method isListed,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,-0.0,1.0
HEAD,0,package common - class SimpleOpening - method isFamily,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0
HEAD,0,package common - class SimpleOpening - method familyKeyOrKey,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.0,1.0
