commit,faults,path,FanOut,FanIn,CouplingBetweenObjects,DepthOfInheritance,LackOfCohesionInMethods,LinesOfCode,SourceLinesOfCode,CommentLinesOfCode,CommentDensity,NumberOfChildren,ResponseForClass,WeightedMethodCount,CyclomaticComplexity,DepthOfNesting,OutDegree,OutDegreeDistinct,PatternSize,NumberOfPatternVariables,ParadigmEntropyFraction,ParadigmGiniFraction
HEAD,0,package internal - object JournalInteractions,6.0,6.0,12.0,0.0,0.0,7.0,8.0,1.0,0.1111111111111111,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package internal - object JournalInteractions - class EventToPersist,4.0,4.0,8.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package internal - trait JournalInteractions,51.0,6.0,57.0,0.0,2.0,120.0,104.0,10.0,0.08771929824561403,4.0,38.0,20.0,20.0,11.0,43.0,41.0,27.0,5.0,-0.0,3.0
HEAD,3,package internal - trait SnapshotInteractions,34.0,4.0,38.0,0.0,1.0,37.0,32.0,5.0,0.13513513513513514,4.0,19.0,8.0,8.0,6.0,17.0,17.0,5.0,0.0,-0.0,1.0
HEAD,0,package singleton - object ClusterSingletonManagerPreparingForShutdownSpec,21.0,4.0,25.0,1.0,0.0,32.0,19.0,3.0,0.13636363636363635,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package singleton - object ClusterSingletonManagerPreparingForShutdownSpec - object EchoStarted,3.0,13.0,16.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package singleton - object ClusterSingletonManagerPreparingForShutdownSpec - class Echo,13.0,11.0,24.0,1.0,2.0,16.0,11.0,0.0,0.0,0.0,8.0,3.0,3.0,0.0,7.0,5.0,0.0,0.0,-0.0,0.0
HEAD,0,package singleton - class ClusterSingletonManagerPreparingForShutdownMultiJvmNode1,1.0,0.0,1.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package singleton - class ClusterSingletonManagerPreparingForShutdownMultiJvmNode2,1.0,0.0,1.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package singleton - class ClusterSingletonManagerPreparingForShutdownMultiJvmNode3,1.0,0.0,1.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package singleton - class ClusterSingletonManagerPreparingForShutdownSpec,17.0,4.0,21.0,5.0,2.0,87.0,82.0,4.0,0.046511627906976744,3.0,11.0,2.0,2.0,0.0,4.0,4.0,0.0,0.0,-0.0,2.0
HEAD,0,package pf - object CaseStatement,4.0,1.0,5.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
HEAD,0,package pf - class CaseStatement,7.0,1.0,8.0,2.0,2.0,4.0,4.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,-0.0,2.0
HEAD,0,package pf - class UnitCaseStatement,7.0,0.0,7.0,2.0,2.0,4.0,4.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,-0.0,1.0
HEAD,0,package impl - object EmptySource,15.0,2.0,16.0,3.0,0.0,12.0,12.0,0.0,0.0,0.0,9.0,3.0,3.0,0.0,4.0,3.0,0.0,0.0,-0.0,3.0
HEAD,0,package impl - object EmptySource - method createLogic - <$anon: akka.stream.stage.GraphStageLogic with akka.stream.stage.OutHandler>,5.0,0.0,5.0,1.0,2.0,5.0,5.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,-0.0,0.0
HEAD,0,package routing - trait Resizer,4.0,16.0,20.0,0.0,2.0,24.0,5.0,20.0,0.8,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.0,2.0
HEAD,0,package routing - object Resizer,17.0,16.0,31.0,0.0,0.0,13.0,14.0,0.0,0.0,3.0,5.0,5.0,5.0,8.0,14.0,7.0,16.0,0.0,-0.0,1.0
