name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
IsNested,196,12,184,6.122448979591836,10.256410256410255
FractionFunctions,225,3,222,1.3333333333333335,2.564102564102564
IsFunction,85,2,83,2.3529411764705883,1.7094017094017095
HasFunctionParameters,358,18,340,5.027932960893855,15.384615384615385
FractionHigherOrderCalls,48,1,47,2.083333333333333,0.8547008547008548
FractionFunctionCalls,23,0,23,0.0,0.0
FractionCurrying,4,0,4,0.0,0.0
FractionPatternMatching,58,4,54,6.896551724137931,3.418803418803419
FractionLazyValues,16,0,16,0.0,0.0
HasMultipleParameterLists,778,50,728,6.426735218508997,42.73504273504273
FunctionalScoreFraction,1248,70,1178,5.6089743589743595,59.82905982905983
FractionSideEffects,45,0,45,0.0,0.0
IsSideEffect,45,0,45,0.0,0.0
FractionSideEffectCalls,3,0,3,0.0,0.0
ImperativeScoreFraction,45,0,45,0.0,0.0
HasPointsFraction,1276,70,1206,5.4858934169279,59.82905982905983
ParadigmScoreFraction,1259,70,1189,5.559968228752978,59.82905982905983
