name,count,percentage_faulty,percentage_total_faults
FractionCurrying,7,2.0044543429844097,0.0598444045481747
FractionFunctionCalls,9,0.0,0.0
FractionFunctions,9,1.3333333333333337,3.3240067151650807
FractionHigherOrderCalls,9,2.083333333333333,1.1526370939573871
FractionInnerVariableAssignment,3,0.0,0.0
FractionLazyValues,7,2.380952380952381,0.0598444045481747
FractionNestedMethods,1,0.0,0.0
FractionOuterVariableAssignment,6,0.0,0.0
FractionOuterVariableUsage,8,1.1985199485199485,0.04671011497694125
FractionPatternMatching,9,6.896551724137931,3.418803418803419
FractionRecursiveCalls,4,22.916666666666664,0.03425211109614765
FractionSideEffectCalls,9,0.0,0.0
FractionSideEffectFunctions,6,2.0,0.03607503607503605
FractionSideEffects,9,5.0,7.5
FractionVariables,8,1.217065314958551,0.0579020567788439
FunctionalScoreFraction,9,5.416463711641501,40.56603773584906
HasFunctionParameters,9,5.027932960893855,6.481481481481481
HasMultipleParameterLists,9,2.8658936775322688,21.936205931729155
HasPointsFraction,9,5.107192027797811,54.41844219350331
ImperativeScoreFraction,9,4.587155963302752,7.5
IsFunction,9,2.127659574468085,0.9960828203693342
IsNested,9,6.024096385542169,4.967085577498504
IsSideEffect,9,5.318441064638783,7.5
ParadigmScoreFraction,9,5.011899264732,50.5
