name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
FractionRecursiveCalls,3,1,2,33.33333333333333,0.07215007215007214
IsNested,725,126,599,17.379310344827587,9.090909090909092
FractionFunctions,1980,217,1763,10.95959595959596,15.656565656565657
IsFunction,456,98,358,21.49122807017544,7.07070707070707
HasFunctionParameters,1080,123,957,11.38888888888889,8.874458874458876
FractionHigherOrderCalls,1262,96,1166,7.6069730586370845,6.926406926406926
FractionFunctionCalls,76,13,63,17.105263157894736,0.937950937950938
FractionCurrying,190,34,156,17.894736842105264,2.4531024531024532
FractionPatternMatching,359,73,286,20.334261838440113,5.266955266955267
FractionLazyValues,30,0,30,0.0,0.0
HasMultipleParameterLists,538,111,427,20.63197026022305,8.008658008658008
FunctionalScoreFraction,3386,480,2906,14.176018901358537,34.63203463203463
FractionVariables,98,2,96,2.0408163265306123,0.1443001443001443
FractionOuterVariableUsage,98,2,96,2.0408163265306123,0.1443001443001443
FractionOuterVariableAssignment,15,0,15,0.0,0.0
FractionSideEffects,1573,277,1296,17.60966306420852,19.985569985569985
IsSideEffect,1539,273,1266,17.73879142300195,19.696969696969695
FractionSideEffectCalls,101,16,85,15.841584158415841,1.1544011544011543
FractionSideEffectFunctions,25,1,24,4.0,0.07215007215007214
ImperativeScoreFraction,1651,279,1372,16.89884918231375,20.12987012987013
HasPointsFraction,4725,701,4024,14.835978835978835,50.57720057720058
ParadigmScoreFraction,4413,643,3770,14.570586902334012,46.39249639249639
