name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
IsNested,1736,83,1653,4.78110599078341,4.967085577498504
FractionFunctions,6888,242,6646,3.51335656213705,14.482345900658288
IsFunction,475,8,467,1.6842105263157894,0.47875523638539796
HasFunctionParameters,14750,549,14201,3.7220338983050847,32.85457809694793
FractionHigherOrderCalls,1155,64,1091,5.541125541125541,3.8300418910831837
FractionFunctionCalls,370,24,346,6.486486486486487,1.436265709156194
FractionCurrying,19,1,18,5.263157894736842,0.059844404548174746
FractionPatternMatching,267,39,228,14.606741573033707,2.333931777378815
FractionLazyValues,42,1,41,2.380952380952381,0.059844404548174746
HasMultipleParameterLists,18284,524,17760,2.8658936775322688,31.358467983243564
FunctionalScoreFraction,26486,896,25590,3.38291927810919,53.620586475164565
FractionVariables,177,1,176,0.5649717514124294,0.059844404548174746
FractionInnerVariableAssignment,7,0,7,0.0,0.0
FractionOuterVariableUsage,168,1,167,0.5952380952380952,0.059844404548174746
FractionOuterVariableAssignment,5,0,5,0.0,0.0
FractionSideEffects,1265,39,1226,3.08300395256917,2.333931777378815
IsSideEffect,1039,19,1020,1.8286814244465832,1.1370436864153202
FractionSideEffectCalls,71,1,70,1.4084507042253522,0.059844404548174746
ImperativeScoreFraction,1430,40,1390,2.797202797202797,2.39377618192699
HasPointsFraction,27426,927,26499,3.380004375410195,55.475763016157984
ParadigmScoreFraction,26936,918,26018,3.4080784080784086,54.937163375224415
