commit,faults,path,CyclomaticComplexity,DepthOfNesting,LinesOfCode,SourceLinesOfCode,CommentLinesOfCode,CommentDensity,OutDegree,OutDegreeDistinct,PatternSize,NumberOfPatternVariables,ParadigmEntropyFraction,ParadigmGiniFraction
HEAD,0,package fs2 - package net - package tls - trait S2nConnection - method write,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0
HEAD,0,package fs2 - package net - package tls - trait S2nConnection - method shutdown,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0
HEAD,0,package fs2 - package net - package tls - trait S2nConnection - method applicationProtocol,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0
HEAD,0,package fs2 - package net - package tls - trait S2nConnection - method session,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0
HEAD,0,package fs2 - package net - package tls - object S2nConnection - method apply,8.0,57.0,136.0,50.0,0.0,0.0,79.0,2.0,6.0,0.0,-0.0,0.0
HEAD,0,package fs2 - package net - package tls - object S2nConnection - method recvCallback,4.0,11.0,18.0,18.0,0.0,0.0,16.0,5.0,9.0,1.0,-0.0,1.0
HEAD,0,package fs2 - package net - package tls - object S2nConnection - method sendCallback,2.0,0.0,15.0,15.0,0.0,0.0,10.0,6.0,0.0,0.0,-0.0,1.0
HEAD,0,package protocols - package pcapng - class Length - method toLong,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.0,1.0
HEAD,0,package protocols - package ip - package udp - object Datagram - <$anon: <error>> - method sizeBound,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0
HEAD,0,package protocols - package ip - package udp - object Datagram - <$anon: <error>> - method encode,2.0,7.0,6.0,6.0,0.0,0.0,13.0,5.0,7.0,2.0,-0.0,1.0
HEAD,0,package protocols - package ip - package udp - object Datagram - <$anon: <error>> - method decode,1.0,0.0,4.0,4.0,0.0,0.0,7.0,2.0,0.0,0.0,-0.0,0.0
HEAD,0,package fs2 - package io - package net - trait Socket - method read,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0
HEAD,0,package fs2 - package io - package net - trait Socket - method readN,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0
HEAD,0,package fs2 - package io - package net - trait Socket - method reads,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0
HEAD,0,package fs2 - package io - package net - trait Socket - method endOfInput,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0
HEAD,0,package fs2 - package io - package net - trait Socket - method endOfOutput,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0
HEAD,0,package fs2 - package io - package net - trait Socket - method isOpen,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0
HEAD,0,package fs2 - package io - package net - trait Socket - method remoteAddress,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0
HEAD,0,package fs2 - package io - package net - trait Socket - method localAddress,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0
HEAD,0,package fs2 - package io - package net - trait Socket - method write,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0
HEAD,0,package fs2 - package io - package net - trait Socket - method writes,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
HEAD,0,package mpeg - package transport - package psi - trait Table - method tableId,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0
HEAD,0,package fs2 - trait CollectorPlatform - method supportsCollectionFactory,1.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,-0.0,1.0
HEAD,0,package fs2 - trait CollectorPlatform - method supportsFactory,1.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,-0.0,1.0
HEAD,0,package fs2 - trait CollectorPlatform - method supportsIterableFactory,1.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,-0.0,1.0
HEAD,0,package fs2 - trait CollectorPlatform - method supportsMapFactory,1.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,-0.0,1.0
HEAD,0,package fs2 - trait CollectorPlatform - method supportsTaggedArraySeq,4.0,11.0,10.0,10.0,0.0,0.0,4.0,4.0,6.0,0.0,-0.0,0.0
HEAD,0,package fs2 - trait CollectorPlatform - trait BuilderPlatform - method fromCollectionFactory,1.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.0,1.0
HEAD,0,package fs2 - trait CollectorPlatform - trait BuilderPlatform - method fromFactory,1.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.0,1.0
HEAD,0,package fs2 - trait CollectorPlatform - trait BuilderPlatform - method fromIterableFactory,1.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.0,1.0
HEAD,0,package fs2 - trait CollectorPlatform - trait BuilderPlatform - method fromMapFactory,1.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.0,1.0
HEAD,0,package fs2 - trait CollectorPlatform - trait BuilderPlatform - method taggedArraySeq,1.0,0.0,2.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,-0.0,1.0
HEAD,0,package unixsocket - trait UnixSocketAddressCompanionPlatform - method of,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.0,1.0
HEAD,0,package fs2 - package io - package file - trait FilesCompanionPlatform - method forAsync,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,-0.0,1.0
HEAD,0,package fs2 - package io - package file - trait FilesCompanionPlatform - class AsyncFiles - method combineFlags,1.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.0,1.0
HEAD,0,package fs2 - package io - package file - trait FilesCompanionPlatform - class AsyncFiles - method copy,2.0,1.0,10.0,10.0,0.0,0.0,6.0,2.0,4.0,1.0,-0.0,1.0
HEAD,0,package fs2 - package io - package file - trait FilesCompanionPlatform - class AsyncFiles - method mkdir,3.0,3.0,15.0,15.0,0.0,0.0,8.0,2.0,8.0,2.0,-0.0,1.0
HEAD,0,package fs2 - package io - package file - trait FilesCompanionPlatform - class AsyncFiles - method createDirectory,1.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.0,1.0
HEAD,0,package fs2 - package io - package file - trait FilesCompanionPlatform - class AsyncFiles - method createDirectories,1.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.0,1.0
HEAD,0,package fs2 - package io - package file - trait FilesCompanionPlatform - class AsyncFiles - method createFile,1.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,-0.0,1.0
HEAD,0,package fs2 - package io - package file - trait FilesCompanionPlatform - class AsyncFiles - method createLink,2.0,1.0,7.0,7.0,0.0,0.0,5.0,2.0,4.0,1.0,-0.0,1.0
HEAD,0,package fs2 - package io - package file - trait FilesCompanionPlatform - class AsyncFiles - method createSymbolicLink,4.0,7.0,12.0,12.0,0.0,0.0,11.0,2.0,11.0,2.0,-0.0,1.0
HEAD,0,package fs2 - package io - package file - trait FilesCompanionPlatform - class AsyncFiles - method createTempDirectory,3.0,1.0,16.0,16.0,0.0,0.0,18.0,2.0,8.0,2.0,-0.0,1.0
HEAD,0,package fs2 - package io - package file - trait FilesCompanionPlatform - class AsyncFiles - method createTempFile,5.0,15.0,16.0,16.0,0.0,0.0,18.0,6.0,13.0,3.0,-0.0,1.0
HEAD,0,package fs2 - package io - package file - trait FilesCompanionPlatform - class AsyncFiles - method rmMaybeDir,2.0,1.0,5.0,5.0,0.0,0.0,11.0,2.0,4.0,1.0,-0.0,1.0
HEAD,0,package fs2 - package io - package file - trait FilesCompanionPlatform - class AsyncFiles - method currentWorkingDirectory,1.0,0.0,2.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,-0.0,1.0
HEAD,0,package fs2 - package io - package file - trait FilesCompanionPlatform - class AsyncFiles - method userHome,1.0,0.0,2.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,-0.0,1.0
HEAD,0,package fs2 - package io - package file - trait FilesCompanionPlatform - class AsyncFiles - method delete,1.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.0,1.0
HEAD,0,package fs2 - package io - package file - trait FilesCompanionPlatform - class AsyncFiles - method deleteIfExists,3.0,1.0,9.0,8.0,0.0,0.0,6.0,2.0,3.0,0.0,-0.0,1.0
HEAD,1,package fs2 - package io - package file - trait FilesCompanionPlatform - class AsyncFiles - method deleteRecursively,3.0,1.0,18.0,17.0,0.0,0.0,9.0,3.0,4.0,1.0,-0.0,1.0
HEAD,1,package fs2 - package io - package file - trait FilesCompanionPlatform - class AsyncFiles - method exists,3.0,1.0,9.0,8.0,0.0,0.0,9.0,2.0,1.0,0.0,-0.0,1.0
HEAD,1,package fs2 - package io - package file - trait FilesCompanionPlatform - class AsyncFiles - method stat,3.0,1.0,11.0,10.0,0.0,0.0,7.0,2.0,4.0,1.0,-0.0,1.0
HEAD,0,package fs2 - package io - package file - trait FilesCompanionPlatform - class AsyncFiles - method access,2.0,1.0,6.0,6.0,0.0,0.0,5.0,2.0,1.0,0.0,-0.0,1.0
HEAD,0,package fs2 - package io - package file - trait FilesCompanionPlatform - class AsyncFiles - method getBasicFileAttributes,1.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.0,1.0
HEAD,1,package fs2 - package io - package file - trait FilesCompanionPlatform - class AsyncFiles - method getLastModifiedTime,1.0,0.0,4.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,-0.0,1.0
HEAD,1,package fs2 - package io - package file - trait FilesCompanionPlatform - class AsyncFiles - method getPosixFileAttributes,2.0,0.0,20.0,20.0,0.0,0.0,17.0,5.0,0.0,0.0,-0.0,1.0
HEAD,1,package fs2 - package io - package file - trait FilesCompanionPlatform - class AsyncFiles - method getPosixFileAttributes - <$anon: fs2.io.file.PosixFileAttributes.UnsealedPosixFileAttributes> - method creationTime,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0
HEAD,1,package fs2 - package io - package file - trait FilesCompanionPlatform - class AsyncFiles - method getPosixFileAttributes - <$anon: fs2.io.file.PosixFileAttributes.UnsealedPosixFileAttributes> - method fileKey,2.0,0.0,3.0,3.0,0.0,0.0,7.0,3.0,0.0,0.0,-0.0,1.0
HEAD,0,package fs2 - package io - package file - trait FilesCompanionPlatform - class AsyncFiles - method getPosixFileAttributes - <$anon: fs2.io.file.PosixFileAttributes.UnsealedPosixFileAttributes> - method isDirectory,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.0,1.0
HEAD,0,package fs2 - package io - package file - trait FilesCompanionPlatform - class AsyncFiles - method getPosixFileAttributes - <$anon: fs2.io.file.PosixFileAttributes.UnsealedPosixFileAttributes> - method isOther,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,-0.0,1.0
HEAD,0,package fs2 - package io - package file - trait FilesCompanionPlatform - class AsyncFiles - method getPosixFileAttributes - <$anon: fs2.io.file.PosixFileAttributes.UnsealedPosixFileAttributes> - method isRegularFile,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.0,1.0
HEAD,0,package fs2 - package io - package file - trait FilesCompanionPlatform - class AsyncFiles - method getPosixFileAttributes - <$anon: fs2.io.file.PosixFileAttributes.UnsealedPosixFileAttributes> - method isSymbolicLink,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.0,1.0
HEAD,1,package fs2 - package io - package file - trait FilesCompanionPlatform - class AsyncFiles - method getPosixFileAttributes - <$anon: fs2.io.file.PosixFileAttributes.UnsealedPosixFileAttributes> - method lastAccessTime,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0
HEAD,1,package fs2 - package io - package file - trait FilesCompanionPlatform - class AsyncFiles - method getPosixFileAttributes - <$anon: fs2.io.file.PosixFileAttributes.UnsealedPosixFileAttributes> - method lastModifiedTime,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0
HEAD,1,package fs2 - package io - package file - trait FilesCompanionPlatform - class AsyncFiles - method getPosixFileAttributes - <$anon: fs2.io.file.PosixFileAttributes.UnsealedPosixFileAttributes> - method size,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0
HEAD,1,package fs2 - package io - package file - trait FilesCompanionPlatform - class AsyncFiles - method getPosixFileAttributes - <$anon: fs2.io.file.PosixFileAttributes.UnsealedPosixFileAttributes> - method permissions,1.0,0.0,4.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,-0.0,1.0
HEAD,0,package fs2 - package io - package file - trait FilesCompanionPlatform - class AsyncFiles - method getPosixPermissions,1.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,-0.0,1.0
HEAD,0,package fs2 - package io - package file - trait FilesCompanionPlatform - class AsyncFiles - method isDirectory,2.0,1.0,2.0,2.0,0.0,0.0,4.0,2.0,3.0,0.0,-0.0,1.0
HEAD,0,package fs2 - package io - package file - trait FilesCompanionPlatform - class AsyncFiles - method isExecutable,1.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.0,1.0
HEAD,0,package fs2 - package io - package file - trait FilesCompanionPlatform - class AsyncFiles - method isHidden,1.0,0.0,4.0,4.0,0.0,0.0,8.0,2.0,0.0,0.0,-0.0,1.0
HEAD,0,package fs2 - package io - package file - trait FilesCompanionPlatform - class AsyncFiles - method isReadable,1.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.0,1.0
HEAD,0,package fs2 - package io - package file - trait FilesCompanionPlatform - class AsyncFiles - method isRegularFile,2.0,1.0,2.0,2.0,0.0,0.0,4.0,2.0,3.0,0.0,-0.0,1.0
HEAD,0,package fs2 - package io - package file - trait FilesCompanionPlatform - class AsyncFiles - method isSymbolicLink,2.0,1.0,2.0,2.0,0.0,0.0,4.0,2.0,3.0,0.0,-0.0,1.0
HEAD,0,package fs2 - package io - package file - trait FilesCompanionPlatform - class AsyncFiles - method isWritable,1.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.0,1.0
HEAD,0,package fs2 - package io - package file - trait FilesCompanionPlatform - class AsyncFiles - method isSameFile,1.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,-0.0,1.0
HEAD,0,package fs2 - package io - package file - trait FilesCompanionPlatform - class AsyncFiles - method lineSeparator,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0
HEAD,0,package fs2 - package io - package file - trait FilesCompanionPlatform - class AsyncFiles - method list,2.0,1.0,13.0,13.0,0.0,0.0,20.0,3.0,4.0,1.0,-0.0,1.0
HEAD,0,package fs2 - package io - package file - trait FilesCompanionPlatform - class AsyncFiles - method move,3.0,1.0,10.0,9.0,0.0,0.0,13.0,2.0,4.0,1.0,-0.0,1.0
HEAD,0,package fs2 - package io - package file - trait FilesCompanionPlatform - class AsyncFiles - method open,1.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.0,1.0
HEAD,0,package fs2 - package io - package file - trait FilesCompanionPlatform - class AsyncFiles - method open,3.0,2.0,24.0,24.0,0.0,0.0,18.0,2.0,8.0,2.0,-0.0,1.0
HEAD,0,package fs2 - package io - package file - trait FilesCompanionPlatform - class AsyncFiles - method readStream,1.0,0.0,14.0,14.0,0.0,0.0,8.0,5.0,0.0,0.0,-0.0,0.0
HEAD,0,package fs2 - package io - package file - trait FilesCompanionPlatform - class AsyncFiles - method readAll,1.0,0.0,2.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,-0.0,1.0
HEAD,1,package fs2 - package io - package file - trait FilesCompanionPlatform - class AsyncFiles - method realPath,2.0,1.0,4.0,4.0,0.0,0.0,7.0,2.0,4.0,1.0,-0.0,1.0
HEAD,1,package fs2 - package io - package file - trait FilesCompanionPlatform - class AsyncFiles - method setFileTimes,2.0,1.0,19.0,19.0,0.0,0.0,11.0,2.0,4.0,1.0,-0.0,1.0
HEAD,0,package fs2 - package io - package file - trait FilesCompanionPlatform - class AsyncFiles - method setPosixPermissions,2.0,1.0,3.0,3.0,0.0,0.0,5.0,2.0,4.0,1.0,-0.0,1.0
HEAD,1,package fs2 - package io - package file - trait FilesCompanionPlatform - class AsyncFiles - method size,1.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,-0.0,1.0
HEAD,0,package fs2 - package io - package file - trait FilesCompanionPlatform - class AsyncFiles - method walkWithAttributes,8.0,4.0,43.0,41.0,0.0,0.0,42.0,17.0,8.0,2.0,-0.0,1.0
HEAD,0,package fs2 - package io - package file - trait FilesCompanionPlatform - class AsyncFiles - method walkWithAttributes - method go,8.0,4.0,34.0,32.0,0.0,0.0,37.0,15.0,8.0,2.0,-0.0,0.0
HEAD,0,package fs2 - package io - package file - trait FilesCompanionPlatform - class AsyncFiles - method writeAll,1.0,0.0,30.0,30.0,0.0,0.0,15.0,3.0,0.0,0.0,-0.0,0.0
HEAD,0,package fs2 - class ChunkFlatten - object Obj - method create,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.0,1.0
HEAD,0,package fs2 - class ChunkFlatten - method setup,1.0,0.0,2.0,2.0,0.0,0.0,7.0,5.0,0.0,0.0,-0.0,0.0
HEAD,0,package fs2 - class ChunkFlatten - method flatten,1.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.0,0.0
HEAD,0,package fix - class ConcurrentDataTypes - method scheduler,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0
HEAD,0,package fs2 - package io - package file - class Path - method /,2.0,0.0,5.0,4.0,1.0,0.2,3.0,3.0,0.0,0.0,-0.0,1.0
HEAD,0,package fs2 - package io - package file - class Path - method /,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.0,1.0
HEAD,0,package fs2 - package io - package file - class Path - method resolve,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,-0.0,1.0
HEAD,0,package fs2 - package io - package file - class Path - method resolve,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.0,1.0
HEAD,0,package fs2 - package io - package file - class Path - method resolveSibling,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,-0.0,1.0
HEAD,0,package fs2 - package io - package file - class Path - method resolveSibling,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,-0.0,0.0
HEAD,0,package fs2 - package io - package file - class Path - method relativize,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,-0.0,1.0
HEAD,0,package fs2 - package io - package file - class Path - method normalize,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,-0.0,1.0
HEAD,0,package fs2 - package io - package file - class Path - method isAbsolute,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.0,1.0
HEAD,0,package fs2 - package io - package file - class Path - method absolute,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,-0.0,1.0
HEAD,0,package fs2 - package io - package file - class Path - method names,3.0,6.0,9.0,8.0,0.0,0.0,5.0,3.0,6.0,1.0,-0.0,1.0
HEAD,0,package fs2 - package io - package file - class Path - method names - method go,3.0,6.0,5.0,5.0,0.0,0.0,4.0,3.0,6.0,1.0,-0.0,0.0
