commit,faults,path,FanOut,FanIn,CouplingBetweenObjects,DepthOfInheritance,LackOfCohesionInMethods,LinesOfCode,SourceLinesOfCode,CommentLinesOfCode,CommentDensity,NumberOfChildren,ResponseForClass,WeightedMethodCount,CyclomaticComplexity,DepthOfNesting,OutDegree,OutDegreeDistinct,PatternSize,NumberOfPatternVariables,ParadigmEntropyFraction,ParadigmGiniFraction
HEAD,6,package internal - class Scope,28.0,15.0,42.0,0.0,15.0,375.0,245.0,116.0,0.32132963988919666,0.0,43.0,92.0,3.8333333333333335,5.041666666666667,8.916666666666666,2.5416666666666665,11.791666666666666,1.4166666666666667,-0.0,0.9166666666666666
HEAD,0,package internal - class Scope - method interruptWhen - <$anon: <error>>,4.0,0.0,4.0,1.0,2.0,5.0,5.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,-0.0,1.0
HEAD,0,package internal - class Scope - method lease - <none>,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package internal - object Scope,19.0,15.0,34.0,0.0,0.0,37.0,28.0,9.0,0.24324324324324326,0.0,11.0,2.0,1.0,0.0,2.5,2.0,0.0,0.0,-0.0,0.5
HEAD,0,package internal - object Scope - trait State,0.0,6.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package internal - object Scope - object State,13.0,6.0,16.0,0.0,0.0,24.0,17.0,8.0,0.32,2.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0
HEAD,0,package internal - object Scope - object State - class Open,7.0,2.0,9.0,2.0,1.0,8.0,8.0,0.0,0.0,0.0,2.0,3.0,3.0,4.0,5.0,3.0,9.0,1.0,-0.0,1.0
HEAD,0,package internal - object Scope - object State - class Closed,3.0,2.0,5.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package fs2 - package io - package file - trait Permissions,1.0,3.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package fs2 - package io - package file - class PosixPermissions,18.0,9.0,27.0,2.0,1.0,25.0,25.0,0.0,0.0,0.0,15.0,17.0,2.8333333333333335,0.6666666666666666,6.0,2.0,0.8333333333333334,0.16666666666666666,-0.0,0.8333333333333334
HEAD,0,package fs2 - package io - package file - object PosixPermissions,30.0,9.0,38.0,0.0,0.0,33.0,33.0,1.0,0.029411764705882353,0.0,17.0,18.0,3.6,2.4,10.2,3.6,2.0,0.0,-0.0,1.0
HEAD,0,package fs2 - package io - package file - trait PosixPermission,1.0,12.0,13.0,0.0,0.0,3.0,4.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package fs2 - package io - package file - object PosixPermission,23.0,12.0,25.0,0.0,0.0,11.0,11.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package fs2 - package io - package file - object PosixPermission - object OwnerRead,5.0,3.0,8.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package fs2 - package io - package file - object PosixPermission - object OwnerWrite,5.0,3.0,8.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package fs2 - package io - package file - object PosixPermission - object OwnerExecute,5.0,3.0,8.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package fs2 - package io - package file - object PosixPermission - object GroupRead,5.0,3.0,8.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package fs2 - package io - package file - object PosixPermission - object GroupWrite,5.0,3.0,8.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package fs2 - package io - package file - object PosixPermission - object GroupExecute,5.0,3.0,8.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package fs2 - package io - package file - object PosixPermission - object OthersRead,5.0,3.0,8.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package fs2 - package io - package file - object PosixPermission - object OthersWrite,5.0,3.0,8.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package fs2 - package io - package file - object PosixPermission - object OthersExecute,5.0,3.0,8.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package fs2 - package net - package tls - trait S2nConnection,3.0,6.0,9.0,0.0,6.0,8.0,9.0,0.0,0.0,0.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0
HEAD,0,package fs2 - package net - package tls - object S2nConnection,23.0,6.0,29.0,0.0,0.0,188.0,102.0,0.0,0.0,0.0,8.0,14.0,4.666666666666667,22.666666666666668,35.0,4.333333333333333,5.0,0.3333333333333333,-0.0,0.6666666666666666
HEAD,0,package fs2 - package net - package tls - object S2nConnection - method apply - <none>,0.0,0.0,0.0,0.0,0.0,88.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package fs2 - package net - package tls - object S2nConnection - class ConnectionContext,3.0,2.0,5.0,2.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package fs2 - package net - package tls - object S2nConnection - class RecvCallbackContext,4.0,1.0,5.0,2.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package fs2 - package net - package tls - object S2nConnection - class SendCallbackContext,5.0,1.0,6.0,2.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package protocols - package pcapng - class Length,3.0,10.0,13.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-0.0,1.0
HEAD,0,package protocols - package ip - package udp - class Datagram,2.0,2.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package protocols - package ip - package udp - object Datagram,12.0,2.0,12.0,1.0,0.0,15.0,15.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package protocols - package ip - package udp - object Datagram - <$anon: <error>>,10.0,0.0,10.0,1.0,3.0,13.0,13.0,0.0,0.0,0.0,4.0,4.0,1.3333333333333333,2.3333333333333335,6.666666666666667,2.3333333333333335,2.3333333333333335,0.6666666666666666,-0.0,0.6666666666666666
HEAD,0,package fs2 - package io - package net - trait Socket,5.0,24.0,29.0,0.0,10.0,33.0,13.0,21.0,0.6176470588235294,3.0,10.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.9
HEAD,0,package fs2 - package io - package net - object Socket,2.0,24.0,25.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package mpeg - package transport - package psi - trait Table,1.0,7.0,8.0,0.0,1.0,3.0,3.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0
HEAD,0,package fs2 - trait CollectorPlatform,47.0,2.0,49.0,0.0,5.0,34.0,32.0,2.0,0.058823529411764705,1.0,23.0,8.0,1.6,2.2,2.4,2.4,1.2,0.0,-0.0,0.8
HEAD,0,package fs2 - trait CollectorPlatform - trait BuilderPlatform,22.0,5.0,27.0,0.0,5.0,12.0,13.0,0.0,0.0,1.0,12.0,5.0,1.0,0.0,1.4,1.4,0.0,0.0,-0.0,1.0
HEAD,0,package unixsocket - trait UnixSocketAddressCompanionPlatform,3.0,1.0,4.0,0.0,1.0,4.0,3.0,1.0,0.25,1.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-0.0,1.0
HEAD,0,package protocols - package ethernet - object EtherType,2.0,3.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package fs2 - package io - package file - trait FilesPlatform,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,2,package fs2 - package io - package file - trait FilesCompanionPlatform,53.0,3.0,56.0,0.0,1.0,366.0,359.0,0.0,0.0,1.0,89.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,-0.0,1.0
HEAD,2,package fs2 - package io - package file - trait FilesCompanionPlatform - class AsyncFiles,51.0,2.0,53.0,4.0,34.0,363.0,356.0,0.0,0.0,0.0,88.0,86.0,1.9545454545454546,1.0909090909090908,7.204545454545454,2.3181818181818183,2.5,0.5227272727272727,-0.0,0.9545454545454546
HEAD,0,package fs2 - package io - package file - trait FilesCompanionPlatform - class AsyncFiles - method mkdir - <none>,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package fs2 - package io - package file - trait FilesCompanionPlatform - class AsyncFiles - method deleteRecursively - <none>,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package fs2 - package io - package file - trait FilesCompanionPlatform - class AsyncFiles - method exists - <none>,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package fs2 - package io - package file - trait FilesCompanionPlatform - class AsyncFiles - method stat - <none>,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package fs2 - package io - package file - trait FilesCompanionPlatform - class AsyncFiles - method getPosixFileAttributes - <$anon: fs2.io.file.PosixFileAttributes.UnsealedPosixFileAttributes>,10.0,0.0,10.0,3.0,10.0,17.0,17.0,0.0,0.0,0.0,12.0,11.0,1.1,0.0,1.4,0.9,0.0,0.0,-0.0,1.0
HEAD,0,package fs2 - package io - package file - trait FilesCompanionPlatform - class AsyncFiles - method readStream - <$anon: fs2.io.internal.facade.fs.ReadStreamOptions>,2.0,0.0,2.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
