name,count,mean mean,mean std,std mean,std std
CommentDensity,9,0.052908104410756746,0.029135044039742816,0.1283080147108384,0.045005568660928204
CommentLinesOfCode,9,4.488841713571094,2.752377287209484,29.344438520639148,23.22883027026089
CouplingBetweenObjects,9,16.627670497541757,5.081319243178154,26.979234929246772,17.87630150474177
CyclomaticComplexity,9,1.614997434453264,0.3436870708616877,4.690829617938282,3.706793538038712
DepthOfInheritance,9,1.3473245520218597,0.32407494578985707,1.330279540970421,0.3438497882415996
DepthOfNesting,9,1.3977368256649716,0.16502371620215409,3.9708259239126127,0.7224183896346325
FanIn,9,5.711753750941878,3.0560690994450854,16.913632866983114,13.451382352101751
FanOut,9,11.319956677041224,2.3061792933473066,18.39759593699891,10.531386204011895
LackOfCohesionInMethods,9,1.1834053212936873,0.3348264541917409,3.5103057455353746,0.8824861043623157
LinesOfCode,9,31.75426868765275,9.494396089629745,118.19709249239142,81.25033397670988
NumberOfChildren,9,0.7596772510025152,0.24998528247794757,3.6540795572059213,2.2348848094417746
NumberOfPatternVariables,9,0.6487306470593526,0.25527280484877257,3.3210317283236526,2.279098950961286
OutDegree,9,7.833196421475964,5.409331236745029,50.52420045715504,91.00839649734326
OutDegreeDistinct,9,2.6329370044176326,0.5647274433846708,5.477790514885545,1.6140921242820807
ParadigmEntropyFraction,9,0.0,0.0,0.0,0.0
ParadigmGiniFraction,9,0.46035195398799034,0.031584771553924584,0.4976800100614771,0.0021541540497418033
PatternSize,9,3.2976903710354244,1.077717238766858,16.77299241326519,10.337314367111265
ResponseForClass,9,7.964419900163973,2.1164894129709264,19.451353115499387,7.967943924148614
SourceLinesOfCode,9,26.59830372246011,8.304874057829913,98.6601248400468,80.77894362153887
WeightedMethodCount,9,4.1694386322709045,1.0083665986586112,12.591407073439301,5.662162022834549
