name,count,mean,std
CommentDensity,9,0.0496298579986171,0.1277437806028916
CommentLinesOfCode,9,5.025075987841945,18.676555313086624
CouplingBetweenObjects,9,15.442404006677796,22.800781773978606
CyclomaticComplexity,9,1.5692846423211606,3.496457893303502
DepthOfInheritance,9,1.1395923409512043,1.2298937391137783
DepthOfNesting,9,1.4154302670623145,3.8654332657132953
FanIn,9,4.576281655342804,11.08283580884904
FanOut,9,11.015631105900743,13.940575517845655
LackOfCohesionInMethods,9,1.0845697329376855,3.836994248398189
LinesOfCode,9,29.69376899696049,100.26266919197644
NumberOfChildren,9,0.821615339918652,2.709987001618792
NumberOfPatternVariables,9,0.5744286596664607,2.8016176400090416
OutDegree,9,6.140977443609023,18.666635730406025
OutDegreeDistinct,9,2.7557039510294934,6.256581956440508
ParadigmEntropyFraction,9,0.0,0.0
ParadigmGiniFraction,9,0.4521276595744681,0.4978921673481239
PatternSize,9,3.0148367952522257,12.371233713031415
ResponseForClass,9,7.328267477203648,19.60765809338681
SourceLinesOfCode,9,22.923252279635257,73.96203838695766
WeightedMethodCount,9,4.087092731829574,11.4597987370814
