commit,faults,path,SwitchCount,MaxStretch,MaxStretchNormalized,MinStretch,MinStretchNormalized,AvgStretch,AvgStretchNormalized
HEAD,0,package util - object HttpClientUtil - method withHttpClient,2.0,20.0,0.8333333333333334,5.0,0.20833333333333334,14.0,0.5833333333333334
HEAD,0,package util - object HttpClientUtil - method isPrivateAddress,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package util - object HttpClientUtil - method inIpRange,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package activity - class CreateRepositoryInfo - method toActivity,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package activity - class DeleteRepositoryInfo - method toActivity,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package activity - class TransferRepositoryInfo - method toActivity,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package activity - class RenameRepositoryInfo - method toActivity,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package plugin - object Sessions - method session,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package controller - trait IssuesControllerBase - method executeBatch,3.0,5.0,0.625,1.0,0.125,3.5,0.4375
HEAD,0,package controller - trait IssuesControllerBase - method searchIssues,0.0,27.0,1.0,27.0,1.0,27.0,1.0
HEAD,0,package controller - trait IssuesControllerBase - method isEditableContent,0.0,5.0,1.0,5.0,1.0,5.0,1.0
HEAD,0,package controller - trait IssuesControllerBase - method isDeletableComment,0.0,5.0,1.0,5.0,1.0,5.0,1.0
HEAD,0,package api - object ApiMilestone - method apply,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package util - object JGitUtil - method isCacheEnabled,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package util - object JGitUtil - method getSignTarget,0.0,38.0,1.0,38.0,1.0,38.0,1.0
HEAD,0,package util - object JGitUtil - class CommitInfo - method isDifferentFromAuthor,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package util - object JGitUtil - method getRevCommitFromId,1.0,8.0,0.8888888888888888,6.0,0.6666666666666666,7.0,0.7777777777777778
HEAD,0,package util - object JGitUtil - method removeCache,1.0,10.0,0.8333333333333334,7.0,0.5833333333333334,8.5,0.7083333333333334
HEAD,0,package util - object JGitUtil - method getCommitCount,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package util - object JGitUtil - method getRepositoryInfo,0.0,38.0,1.0,38.0,1.0,38.0,1.0
HEAD,3,package util - object JGitUtil - method getFileList,14.0,72.0,0.5179856115107914,1.0,0.007194244604316547,13.266666666666667,0.09544364508393285
HEAD,0,package util - object JGitUtil - method getFileList - method useTreeWalk,8.0,6.0,0.5,1.0,0.08333333333333333,2.4444444444444446,0.20370370370370372
HEAD,0,package util - object JGitUtil - method getFileList - method simplifyPath,0.0,28.0,1.0,28.0,1.0,28.0,1.0
HEAD,0,package util - object JGitUtil - method getFileList - method appendLastCommits,0.0,25.0,1.0,25.0,1.0,25.0,1.0
HEAD,0,package util - object JGitUtil - method getFileList - method getCommit,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package util - object JGitUtil - method getSummaryMessage,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package util - object JGitUtil - method getTreeId,1.0,6.0,0.75,5.0,0.625,5.5,0.6875
HEAD,0,package util - object JGitUtil - method getAllFileListByTreeId,3.0,12.0,0.7058823529411765,4.0,0.23529411764705882,6.25,0.36764705882352944
HEAD,0,package util - object JGitUtil - method getCommitLog,1.0,34.0,0.85,12.0,0.3,23.0,0.575
HEAD,0,package util - object JGitUtil - method getCommitLog - method getCommitLog,0.0,16.0,1.0,16.0,1.0,16.0,1.0
HEAD,0,package util - object JGitUtil - method getCommitLogs,1.0,20.0,0.9090909090909091,4.0,0.18181818181818182,12.0,0.5454545454545454
