commit,faults,path,SwitchCount,MaxStretch,MaxStretchNormalized,MinStretch,MinStretchNormalized,AvgStretch,AvgStretchNormalized
HEAD,1,package service - trait RepositoryService,14.0,477.0,0.6326259946949602,3.0,0.003978779840848806,54.0,0.07161803713527852
HEAD,0,package service - object RepositoryService,0.0,75.0,1.0,75.0,1.0,75.0,1.0
HEAD,0,package service - object RepositoryService - class RepositoryInfo,0.0,59.0,1.0,59.0,1.0,59.0,1.0
HEAD,1,package api - trait ApiGitReferenceControllerBase,3.0,120.0,0.8450704225352113,10.0,0.07042253521126761,42.25,0.2975352112676056
HEAD,1,package util - object GpgUtil,0.0,50.0,1.0,50.0,1.0,50.0,1.0
HEAD,1,package service - trait OpenIDConnectService,7.0,61.0,0.3446327683615819,22.0,0.12429378531073447,35.875,0.20268361581920905
HEAD,0,package service - object OpenIDConnectService,0.0,12.0,1.0,12.0,1.0,12.0,1.0
HEAD,1,package util - object Keys,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package util - object Keys - object Session,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package util - object Keys - object Flash,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package util - object Keys - object Request,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package controller - class IndexController,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package controller - trait IndexControllerBase,2.0,135.0,0.47202797202797203,72.0,0.2517482517482518,107.0,0.3741258741258741
HEAD,0,package controller - trait IndexControllerBase - class SignInForm,0.0,1.0,1.0,1.0,1.0,1.0,1.0
HEAD,1,package controller - trait IndexControllerBase - class OidcContext,0.0,1.0,1.0,1.0,1.0,1.0,1.0
HEAD,1,package controller - class AccountController,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package controller - trait AccountControllerBase,16.0,265.0,0.2924944812362031,2.0,0.002207505518763797,59.11764705882353,0.06525126606934165
HEAD,0,package controller - trait AccountControllerBase - class AccountNewForm,0.0,10.0,1.0,10.0,1.0,10.0,1.0
HEAD,0,package controller - trait AccountControllerBase - class AccountEditForm,0.0,10.0,1.0,10.0,1.0,10.0,1.0
HEAD,0,package controller - trait AccountControllerBase - class SshKeyForm,0.0,1.0,1.0,1.0,1.0,1.0,1.0
HEAD,0,package controller - trait AccountControllerBase - class GpgKeyForm,0.0,1.0,1.0,1.0,1.0,1.0,1.0
HEAD,0,package controller - trait AccountControllerBase - class PersonalTokenForm,0.0,1.0,1.0,1.0,1.0,1.0,1.0
HEAD,0,package controller - trait AccountControllerBase - class SyntaxHighlighterThemeForm,0.0,1.0,1.0,1.0,1.0,1.0,1.0
HEAD,0,package controller - trait AccountControllerBase - class NewGroupForm,0.0,7.0,1.0,7.0,1.0,7.0,1.0
HEAD,0,package controller - trait AccountControllerBase - class EditGroupForm,0.0,8.0,1.0,8.0,1.0,8.0,1.0
HEAD,0,package controller - trait AccountControllerBase - class ResetPasswordEmailForm,0.0,3.0,1.0,3.0,1.0,3.0,1.0
HEAD,0,package controller - trait AccountControllerBase - class ResetPasswordForm,0.0,4.0,1.0,4.0,1.0,4.0,1.0
HEAD,0,package controller - trait AccountControllerBase - class RepositoryCreationForm,0.0,8.0,1.0,8.0,1.0,8.0,1.0
HEAD,0,package controller - trait AccountControllerBase - class ForkRepositoryForm,0.0,1.0,1.0,1.0,1.0,1.0,1.0
HEAD,0,package controller - trait AccountControllerBase - class AccountForm,0.0,1.0,1.0,1.0,1.0,1.0,1.0
HEAD,0,package controller - trait AccountControllerBase - class AccountWebHookForm,0.0,6.0,1.0,6.0,1.0,6.0,1.0
HEAD,0,package controller - trait AccountControllerBase - method accountWebHook - <$anon: <error>>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package controller - trait AccountControllerBase - method accountWebhookEvents - <$anon: <error>>,0.0,13.0,1.0,13.0,1.0,13.0,1.0
HEAD,0,package controller - trait AccountControllerBase - method existsAccount - <$anon: <error>>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package controller - trait AccountControllerBase - method uniqueRepository - <$anon: <error>>,0.0,15.0,1.0,15.0,1.0,15.0,1.0
