name,count,mean,std
Average stretch,9,5.38500400160064,15.262962947590768
Max stretch,9,5.390456182472989,15.268983231838504
Min stretch,9,5.37905162064826,15.25488267860043
Switch count,9,0.3857904946653734,1.5450308905436994
parParadigmEntropyBool,9,0.1004792203857333,0.2818169643038463
parParadigmEntropyCount,9,0.08080663361183,0.2474792538151273
parParadigmEntropyFraction,9,0.0119484308218461,0.1053166467264749
parParadigmGiniBool,9,0.5226355089624304,0.4612430280612035
parParadigmGiniCount,9,0.5094223584480745,0.4625206131314096
parParadigmGiniFraction,9,0.6407400201758179,0.4694596087558214
