name,tn,fp,fn,tp,r2,precision,recall,mcc
Akka,5905,1234,291,566,-0.9930785961642152,31.444444444444446,66.04434072345391,0.36113700673154386
Chisel,1451,213,16,41,-3.155164051956815,16.141732283464567,71.9298245614035,0.2983219662955785
FS2,1096,158,22,40,-2.0467664763080733,20.2020202020202,64.51612903225806,0.30767774760674976
Gatling,1211,212,197,177,-0.3810038293730573,45.501285347043705,47.32620320855615,0.3196565698348463
Gitbucket,511,62,34,67,-0.11803431652065721,51.93798449612403,66.33663366336634,0.5036932192388079
Http4s,1334,198,31,56,-1.7816617148344887,22.04724409448819,64.36781609195403,0.3189602928503644
Lila,2654,340,859,1265,0.03503145651000672,78.81619937694704,59.557438794726934,0.511901207075731
Metals,1795,298,100,202,-0.5080384631205253,40.400000000000006,66.88741721854305,0.430023879343712
ZIO,1752,332,74,106,-1.450373213904884,24.200913242009133,58.88888888888889,0.2941992681271154
