name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
CountRecursiveCalls,1020,13,1007,1.2745098039215685,6.5
CountNestedDepth,1347,19,1328,1.4105419450631032,9.5
CountNestedMethods,1397,37,1360,2.6485325697924123,18.5
CountFunctions,6512,88,6424,1.3513513513513513,44.0
IsFunction,376,8,368,2.127659574468085,4.0
CountFunctionParameters,2874,33,2841,1.1482254697286012,16.5
CountHigherOrderCalls,5735,69,5666,1.2031386224934613,34.5
CountFunctionCalls,1856,30,1826,1.6163793103448276,15.0
CountCurrying,159,5,154,3.1446540880503147,2.5
CountPatternMatching,3472,65,3407,1.8721198156682026,32.5
CountLazyValues,9,0,9,0.0,0.0
CountParameterLists,3043,51,2992,1.675977653631285,25.5
FunctionalScoreCount,8598,124,8474,1.4421958595022097,62.0
CountVariables,434,31,403,7.142857142857142,15.5
CountVariableDefinitions,311,26,285,8.360128617363344,13.0
CountInnerVariableAssignment,385,30,355,7.792207792207792,15.0
CountOuterVariableUsage,140,7,133,5.0,3.5000000000000004
CountOuterVariableAssignment,23,2,21,8.695652173913043,1.0
CountSideEffects,1232,60,1172,4.870129870129871,30.0
IsSideEffect,225,15,210,6.666666666666667,7.5
CountSideEffectCalls,807,46,761,5.700123915737299,23.0
CountSideEffectFunctions,198,1,197,0.5050505050505051,0.5
ImperativeScoreCount,1298,62,1236,4.776579352850539,31.0
HasPointsCount,8865,144,8721,1.6243654822335025,72.0
ParadigmScoreCount,7834,102,7732,1.3020168496298188,51.0
