name,count,percentage_faulty,percentage_total_faults
CountCurrying,8,5.89876242645567,2.1933962264150946
CountFunctionCalls,9,4.922361888665892,6.944444444444445
CountFunctionParameters,9,5.027932960893855,6.481481481481481
CountFunctions,9,5.711610486891386,46.2962962962963
CountHigherOrderCalls,9,6.195786864931847,44.33962264150944
CountInnerVariableAssignment,9,8.974358974358974,3.67965367965368
CountLazyValues,9,10.99601593625498,3.231597845601436
CountNestedDepth,9,6.024096385542169,4.967085577498504
CountNestedMethods,9,8.636363636363637,15.739078396169958
CountOuterVariableAssignment,9,5.714285714285714,0.9259259259259258
CountOuterVariableUsage,9,5.0,6.944444444444445
CountParameterLists,9,2.8658936775322688,21.936205931729155
CountPatternMatching,9,9.849521203830369,33.26118326118326
CountRecursiveCalls,9,5.471324983520105,2.453102453102453
CountSideEffectCalls,9,6.826100047313862,28.066378066378068
CountSideEffectFunctions,9,12.61682242990654,3.291442250149611
CountSideEffects,9,5.378051200635047,33.18903318903319
CountVariableDefinitions,9,9.67741935483871,2.7777777777777777
CountVariables,9,7.142857142857142,11.11111111111111
FunctionalScoreCount,9,5.29233870967742,71.57287157287158
HasPointsCount,9,5.147058823529411,79.49703108627314
ImperativeScoreCount,9,5.747126436781609,34.1991341991342
IsFunction,9,2.127659574468085,0.9960828203693342
IsSideEffect,9,5.318441064638783,7.5
ParadigmScoreCount,9,3.9990020315785726,51.0
