name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
CountRecursiveCalls,80,0,80,0.0,0.0
CountNestedDepth,83,5,78,6.024096385542169,2.314814814814815
CountNestedMethods,309,19,290,6.148867313915858,8.796296296296296
CountFunctions,1364,100,1264,7.331378299120235,46.2962962962963
IsFunction,24,0,24,0.0,0.0
CountFunctionParameters,182,14,168,7.6923076923076925,6.481481481481481
CountHigherOrderCalls,1304,96,1208,7.361963190184049,44.44444444444444
CountFunctionCalls,126,15,111,11.904761904761903,6.944444444444445
CountPatternMatching,1142,118,1024,10.332749562171628,54.629629629629626
CountLazyValues,29,5,24,17.24137931034483,2.314814814814815
CountParameterLists,1480,104,1376,7.027027027027027,48.148148148148145
FunctionalScoreCount,2845,192,2653,6.748681898066784,88.88888888888889
CountVariables,129,21,108,16.27906976744186,9.722222222222223
CountVariableDefinitions,65,6,59,9.230769230769232,2.7777777777777777
CountInnerVariableAssignment,78,7,71,8.974358974358974,3.2407407407407405
CountOuterVariableUsage,65,15,50,23.076923076923077,6.944444444444445
CountOuterVariableAssignment,35,2,33,5.714285714285714,0.9259259259259258
CountSideEffects,1148,110,1038,9.581881533101045,50.92592592592593
IsSideEffect,740,73,667,9.864864864864865,33.7962962962963
CountSideEffectCalls,628,68,560,10.828025477707007,31.48148148148148
CountSideEffectFunctions,182,32,150,17.582417582417584,14.814814814814813
ImperativeScoreCount,1162,111,1051,9.552495697074011,51.388888888888886
HasPointsCount,3107,205,2902,6.598004505954297,94.9074074074074
ParadigmScoreCount,2207,107,2100,4.848210240144994,49.53703703703704
