name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
CountRecursiveCalls,211,88,123,41.70616113744076,17.254901960784313
CountNestedDepth,1,0,1,0.0,0.0
CountNestedMethods,666,212,454,31.83183183183183,41.568627450980394
CountFunctions,3522,428,3094,12.152186257808063,83.92156862745098
IsFunction,220,48,172,21.818181818181817,9.411764705882353
CountFunctionParameters,1534,235,1299,15.31942633637549,46.07843137254902
CountHigherOrderCalls,2761,397,2364,14.378848243390077,77.84313725490196
CountFunctionCalls,1546,297,1249,19.21086675291074,58.235294117647065
CountCurrying,270,122,148,45.18518518518518,23.92156862745098
CountPatternMatching,1345,331,1014,24.609665427509295,64.90196078431373
CountLazyValues,258,115,143,44.57364341085272,22.54901960784314
CountParameterLists,2518,299,2219,11.87450357426529,58.62745098039216
FunctionalScoreCount,4692,459,4233,9.782608695652174,90.0
CountVariables,403,108,295,26.799007444168733,21.176470588235293
CountVariableDefinitions,316,97,219,30.69620253164557,19.019607843137255
CountInnerVariableAssignment,309,93,216,30.097087378640776,18.235294117647058
CountOuterVariableUsage,148,23,125,15.54054054054054,4.509803921568627
CountOuterVariableAssignment,96,18,78,18.75,3.5294117647058822
CountSideEffects,1236,282,954,22.815533980582526,55.294117647058826
IsSideEffect,491,71,420,14.460285132382891,13.92156862745098
CountSideEffectCalls,816,202,614,24.754901960784316,39.6078431372549
CountSideEffectFunctions,249,139,110,55.82329317269076,27.254901960784313
ImperativeScoreCount,1252,286,966,22.843450479233226,56.07843137254902
HasPointsCount,4833,475,4358,9.828264018208152,93.13725490196079
ParadigmScoreCount,4232,415,3817,9.806238185255198,81.37254901960785
