name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
CountRecursiveCalls,182,87,95,47.8021978021978,1.3233951931852754
CountNestedDepth,21,21,0,100.0,0.31944021904472164
CountNestedMethods,769,629,140,81.79453836150844,9.56799513233952
CountFunctions,6583,4320,2263,65.62357587725961,65.71341648919989
IsFunction,737,400,337,54.27408412483039,6.084575600851841
CountFunctionParameters,1325,981,344,74.0377358490566,14.922421661089139
CountHigherOrderCalls,5788,4005,1783,69.19488597097443,60.921813203529055
CountFunctionCalls,1205,907,298,75.26970954356847,13.79677517493155
CountCurrying,411,149,262,36.25304136253041,2.2665044113173103
CountPatternMatching,4256,3412,844,80.16917293233082,51.9014298752662
CountLazyValues,1241,1080,161,87.02659145850122,16.42835412229997
CountParameterLists,3118,2548,570,81.71905067350866,38.75874657742622
FunctionalScoreCount,8283,5441,2842,65.68876011107086,82.76543961058717
CountVariables,267,200,67,74.90636704119851,3.0422878004259206
CountVariableDefinitions,71,62,9,87.32394366197182,0.9431092181320353
CountInnerVariableAssignment,131,97,34,74.04580152671755,1.4755095832065714
CountOuterVariableUsage,209,150,59,71.77033492822966,2.2817158503194404
CountOuterVariableAssignment,151,109,42,72.18543046357617,1.6580468512321267
CountSideEffects,1414,1047,367,74.04526166902404,15.926376635229692
IsSideEffect,872,610,262,69.95412844036697,9.278977791299056
CountSideEffectCalls,927,718,209,77.45415318230853,10.921813203529055
CountSideEffectFunctions,380,323,57,85.0,4.913294797687861
ImperativeScoreCount,1482,1109,373,74.83130904183535,16.86948585336173
HasPointsCount,8474,5484,2990,64.71560066084494,83.41953148767874
ParadigmScoreCount,8156,5342,2814,65.49779303580186,81.25950714937633
