commit,faults,path,Switch count,Max stretch,Min stretch,Average stretch,AvrParadigmEntropyBool,AvrParadigmGiniBool,MaxParadigmEntropyBool,MaxParadigmGiniBool,SumParadigmEntropyBool,SumParadigmGiniBool,AvrParadigmEntropyCount,AvrParadigmGiniCount,MaxParadigmEntropyCount,MaxParadigmGiniCount,SumParadigmEntropyCount,SumParadigmGiniCount,AvrParadigmEntropyFraction,AvrParadigmGiniFraction,MaxParadigmEntropyFraction,MaxParadigmGiniFraction,SumParadigmEntropyFraction,SumParadigmGiniFraction
HEAD,1,package pc - package completions - class Completions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package metals - class ProjectMetalsLspService,151.0,1353.0,1353.0,1353.0,0.5287324479092659,0.4308227441920164,1.0,1.0,28.022819739191092,22.833605442176868,0.47853852382891526,0.3988550325300547,1.0,1.0,25.36254176293251,21.1393167240929,-0.0,0.8679245283018868,-0.0,1.0,-0.0,46.0
HEAD,1,package metals - trait AdjustLspData,8.0,82.0,82.0,82.0,-0.0,0.75,-0.0,1.0,-0.0,9.0,-0.0,0.75,-0.0,1.0,-0.0,9.0,-0.0,0.8333333333333334,-0.0,1.0,-0.0,10.0
HEAD,0,package metals - class AdjustedLspData,1.0,21.0,21.0,21.0,0.4591479170272448,0.22222222222222224,0.9182958340544896,0.4444444444444445,0.9182958340544896,0.4444444444444445,0.5,0.25,1.0,0.5,1.0,0.5,-0.0,1.0,-0.0,1.0,-0.0,2.0
HEAD,0,package metals - object DefaultAdjustedData,0.0,27.0,27.0,27.0,-0.0,0.75,-0.0,1.0,-0.0,6.0,-0.0,0.75,-0.0,1.0,-0.0,6.0,-0.0,0.75,-0.0,1.0,-0.0,6.0
HEAD,0,package metals - object AdjustedLspData,0.0,12.0,12.0,12.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,1,package metals - class MetalsLspService,126.0,1749.0,1749.0,1749.0,0.17341586522848232,0.39692095885973433,1.0,1.0,19.42257690559002,44.45514739229024,0.14655877286834493,0.39062199400504677,1.0,1.0,16.414582561254633,43.74966332856524,-0.0,0.8482142857142857,-0.0,1.0,-0.0,95.0
HEAD,1,package pc - trait PcCollector,1.0,323.0,323.0,323.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.6666666666666666,-0.0,1.0,-0.0,4.0
HEAD,0,package pc - class SimpleCollector,0.0,5.0,5.0,5.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package pc - class WithSymbolSearchCollector,1.0,8.0,8.0,8.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,1,package pc - trait WorkspaceSymbolSearch,13.0,201.0,201.0,201.0,0.16666666666666666,0.4166666666666667,1.0,1.0,1.0,2.5,0.1420675297749131,0.4002057613168724,0.8524051786494786,1.0,0.8524051786494786,2.4012345679012346,0.15304930567574826,0.9074074074074074,0.9182958340544896,1.0,0.9182958340544896,5.444444444444445
