name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
CyclomaticComplexity,11162,3086,8076,27.64737502239742,100.0
DepthOfNesting,1542,873,669,56.6147859922179,28.289047310434217
LinesOfCode,11162,3086,8076,27.64737502239742,100.0
SourceLinesOfCode,11162,3086,8076,27.64737502239742,100.0
CommentLinesOfCode,401,208,193,51.87032418952619,6.740116655865197
CommentDensity,401,208,193,51.87032418952619,6.740116655865197
OutDegree,10251,2972,7279,28.99229343478685,96.30589760207388
OutDegreeDistinct,10251,2972,7279,28.99229343478685,96.30589760207388
PatternSize,1542,873,669,56.6147859922179,28.289047310434217
NumberOfPatternVariables,1280,736,544,57.49999999999999,23.849643551523005
ParadigmGiniFraction,8336,2160,6176,25.911708253358924,69.99351911860013
