name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
CyclomaticComplexity,1219,116,1103,9.515996718621821,100.0
DepthOfNesting,261,53,208,20.306513409961685,45.689655172413794
LinesOfCode,1219,116,1103,9.515996718621821,100.0
SourceLinesOfCode,1219,116,1103,9.515996718621821,100.0
CommentLinesOfCode,106,41,65,38.67924528301887,35.3448275862069
CommentDensity,106,41,65,38.67924528301887,35.3448275862069
OutDegree,1126,114,1012,10.124333925399645,98.27586206896551
OutDegreeDistinct,1126,114,1012,10.124333925399645,98.27586206896551
PatternSize,261,53,208,20.306513409961685,45.689655172413794
NumberOfPatternVariables,217,49,168,22.58064516129032,42.241379310344826
ParadigmGiniFraction,779,51,728,6.546854942233633,43.96551724137931
