name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
CyclomaticComplexity,8399,696,7703,8.286700797714014,100.0
DepthOfNesting,1049,191,858,18.20781696854147,27.442528735632184
LinesOfCode,8399,696,7703,8.286700797714014,100.0
SourceLinesOfCode,8399,696,7703,8.286700797714014,100.0
CommentLinesOfCode,166,19,147,11.44578313253012,2.7298850574712645
CommentDensity,166,19,147,11.44578313253012,2.7298850574712645
OutDegree,7390,688,6702,9.309878213802437,98.85057471264368
OutDegreeDistinct,7390,688,6702,9.309878213802437,98.85057471264368
PatternSize,1049,191,858,18.20781696854147,27.442528735632184
NumberOfPatternVariables,832,173,659,20.793269230769234,24.856321839080458
ParadigmGiniFraction,4061,183,3878,4.506279241566117,26.29310344827586
