name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
CyclomaticComplexity,20620,1264,19356,6.129970902036858,100.0
DepthOfNesting,2695,434,2261,16.103896103896105,34.335443037974684
LinesOfCode,20620,1264,19356,6.129970902036858,100.0
SourceLinesOfCode,20620,1264,19356,6.129970902036858,100.0
CommentLinesOfCode,1997,437,1560,21.88282423635453,34.572784810126585
CommentDensity,1997,437,1560,21.88282423635453,34.572784810126585
OutDegree,15853,1191,14662,7.512773607519081,94.2246835443038
OutDegreeDistinct,15853,1191,14662,7.512773607519081,94.2246835443038
PatternSize,2695,434,2261,16.103896103896105,34.335443037974684
NumberOfPatternVariables,2356,394,1962,16.723259762309,31.170886075949365
ParadigmGiniFraction,13205,666,12539,5.043544112078758,52.68987341772152
