name,count,percentage_faulty,percentage_total_faults
CommentDensity,9,19.11764705882353,32.0
CommentLinesOfCode,9,19.11764705882353,32.0
CyclomaticComplexity,9,6.129970902036858,100.0
DepthOfNesting,9,16.103896103896105,34.959349593495936
LinesOfCode,9,6.129970902036858,100.0
NumberOfPatternVariables,9,16.723259762309,31.70731707317073
OutDegree,9,7.512773607519081,96.86192468619248
OutDegreeDistinct,9,7.512773607519081,96.86192468619248
ParadigmGiniFraction,9,4.506279241566117,50.40650406504065
PatternSize,9,16.103896103896105,34.959349593495936
SourceLinesOfCode,9,6.129970902036858,100.0
