name,count,mean mean,mean std,std mean,std std
FunctionalScoreBool,9,1.1128435283461984,0.38806584677952943,1.4398095013559846,0.27575807649402334
HasCurrying,9,0.01576692101323961,0.021796974471992806,0.10157769196768426,0.07334403996513135
HasFunctionCalls,9,0.0468979666893978,0.03626047588594135,0.19792735709626352,0.07007532974306602
HasFunctionParameters,9,0.07672305976388889,0.053395681198096775,0.24805268244327378,0.08740013552967955
HasFunctions,9,0.29037216877114547,0.09520470672195144,0.4425882328188555,0.04940430476872034
HasHigherOrderCalls,9,0.24207095542549684,0.08559313370132723,0.41729419378829485,0.056872781017013666
HasInnerVariableAssignment,9,0.020391706280684565,0.014305878088543987,0.13405996259583006,0.04533409289676923
HasLazyValues,9,0.018155529215325032,0.010035519216926459,0.12659139275161527,0.04392468327837558
HasMultipleParameterLists,9,0.1592321124837469,0.11586227989120582,0.33094975467589255,0.11837967021208326
HasNestedMethods,9,0.04164586093407281,0.023217213922592708,0.1911920973708305,0.057010128815215576
HasOuterVariableAssignment,9,0.0222024622741102,0.018724671447562954,0.13599550218372516,0.05719545734888843
HasOuterVariableUsage,9,0.047216778589728385,0.03679358466826663,0.19643602930235785,0.07652895556432694
HasPatternMatching,9,0.1494693202436778,0.03365397247403584,0.3537665014960352,0.033679862785528314
HasPointsBool,9,0.5523248845389754,0.11483022173444161,0.48502501085016075,0.020005926768196798
HasSideEffectCalls,9,0.12878458910369417,0.07487174475565717,0.3166487808910057,0.0886016314049781
HasSideEffectFunctions,9,0.02061908175001611,0.010736098204572709,0.1358510911079534,0.042976840529906794
HasSideEffects,9,0.1903266342077755,0.09428938616456047,0.3724162063214276,0.09215126095402643
HasVariableDefinitions,9,0.016363628634966435,0.01213142639491553,0.11947455452262783,0.04366524175927937
HasVariables,9,0.06070282021094157,0.040892075232947134,0.22432264350772713,0.0766559623961308
ImperativeScoreBool,9,0.6125805729418993,0.33968549724549413,1.3166675545476083,0.3864523322658234
IsFunction,9,0.023462117612360278,0.020314690497842413,0.1366809950626197,0.06597371024805632
IsNested,9,0.03085913758062652,0.017516557119490427,0.1651599788453481,0.05156479464801079
IsRecursive,9,0.01818837861321979,0.01257650025162483,0.12591304323473645,0.04583137612215105
IsSideEffect,9,0.10597287188998192,0.07687771064168028,0.28109241878033436,0.10870161579098261
ParadigmScoreBool,9,0.2590242012927285,0.16294323554059917,0.5851247350105143,0.0608504618648473
