commit,faults,path,FanOut,FanIn,CouplingBetweenObjects,DepthOfInheritance,LackOfCohesionInMethods,LinesOfCode,SourceLinesOfCode,CommentLinesOfCode,CommentDensity,NumberOfChildren,ResponseForClass,WeightedMethodCount,CyclomaticComplexity,DepthOfNesting,OutDegree,OutDegreeDistinct,PatternSize,NumberOfPatternVariables,ParadigmEntropyFraction,ParadigmGiniFraction
HEAD,0,package util - class FastByteArrayInputStream,9.0,4.0,13.0,3.0,3.0,38.0,38.0,0.0,0.0,0.0,19.0,12.0,3.0,0.0,8.0,6.0,0.0,0.0,-0.0,1.0
HEAD,0,package internal - object SseChecks,20.0,3.0,23.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,10.0,8.0,7.0,8.0,10.0,5.0,37.0,1.0,-0.0,1.0
HEAD,2,package util - object HttpUtils,19.0,2.0,21.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,19.0,5.0,1.0,0.0,7.0,7.0,0.0,0.0,-0.0,1.0
HEAD,0,package condition - object ScalaRandomSwitchOrElse,19.0,0.0,19.0,0.0,0.0,15.0,13.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package condition - object ScalaRandomSwitchOrElse - class Choices,3.0,1.0,4.0,0.0,1.0,6.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-0.0,1.0
HEAD,0,package condition - object ScalaRandomSwitchOrElse - class OrElse,16.0,11.0,27.0,0.0,1.0,7.0,7.0,0.0,0.0,0.0,8.0,1.0,1.0,0.0,6.0,5.0,0.0,0.0,-0.0,1.0
HEAD,1,package stats - object LogFileReader,12.0,2.0,13.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,8.0,7.0,0.0,0.0,-0.0,1.0
HEAD,7,package stats - class LogFileReader,65.0,2.0,67.0,0.0,1.0,96.0,95.0,1.0,0.010416666666666666,0.0,57.0,19.0,10.0,11.0,66.0,26.0,72.0,5.0,-0.0,1.0
HEAD,7,package template - class StatsJsTemplate,9.0,1.0,10.0,0.0,1.0,73.0,20.0,0.0,0.0,0.0,9.0,4.0,2.0,0.0,3.0,2.0,0.0,0.0,-0.0,1.0
HEAD,5,package structure - trait ConditionalStatements,29.0,1.0,30.0,1.0,6.0,185.0,49.0,136.0,0.7351351351351352,1.0,32.0,16.0,2.0,8.0,7.0,7.0,6.0,2.0,-0.0,1.0
HEAD,5,package core - object Predef,21.0,47.0,68.0,5.0,0.0,71.0,61.0,10.0,0.14084507042253522,0.0,69.0,5.0,2.0,0.0,2.0,2.0,0.0,0.0,-0.0,1.0
HEAD,0,package core - object Predef - class DurationInteger,5.0,1.0,6.0,0.0,1.0,22.0,22.0,0.0,0.0,0.0,42.0,20.0,1.0,0.0,2.0,2.0,0.0,0.0,-0.0,1.0
HEAD,0,package core - object Predef - class DurationJLong,5.0,1.0,6.0,0.0,1.0,22.0,22.0,0.0,0.0,0.0,42.0,20.0,1.0,0.0,2.0,2.0,0.0,0.0,-0.0,1.0
HEAD,0,package pause - object ScalaPaces,32.0,0.0,32.0,0.0,0.0,41.0,41.0,0.0,0.0,0.0,18.0,6.0,1.0,0.0,8.0,5.0,0.0,0.0,-0.0,1.0
HEAD,0,package request - trait BodyPartSupport,13.0,1.0,14.0,0.0,12.0,30.0,30.0,0.0,0.0,1.0,19.0,12.0,1.0,0.0,2.0,2.0,0.0,0.0,-0.0,0.0
HEAD,0,package regex - object RegexExtractors,20.0,2.0,22.0,0.0,0.0,21.0,21.0,0.0,0.0,0.0,11.0,3.0,1.0,0.0,5.0,4.0,0.0,0.0,-0.0,1.0
HEAD,4,package action - class Loop,12.0,1.0,13.0,1.0,1.0,28.0,27.0,0.0,0.0,0.0,10.0,6.0,3.0,4.0,6.0,6.0,5.0,1.0,-0.0,0.0
HEAD,7,package action - class InnerLoop,19.0,1.0,20.0,2.0,1.0,46.0,38.0,8.0,0.17391304347826086,0.0,11.0,7.0,6.0,6.0,14.0,9.0,17.0,3.0,-0.0,1.0
