name,count,precision,recall,mcc
CountCurrying,8,35.146103896103895,18.431645199063233,0.09200807700091294
CountFunctionCalls,8,36.83302171724436,24.633660886985353,0.172952208484032
CountFunctionParameters,8,45.93803437382256,21.024070492155595,0.17421504300039192
CountFunctions,8,42.56066493955096,42.579657039424404,0.3403055544929592
CountHigherOrderCalls,8,44.15900354094384,45.24616642405631,0.34730570001983607
CountInnerVariableAssignment,8,31.597322623828646,13.600015679510797,0.15541397675126162
CountLazyValues,8,42.76874941626973,13.63137849209356,0.16258372292779055
CountNestedDepth,8,0.0,0.0,0.0
CountNestedMethods,8,36.54791518597489,37.93297547155744,0.3044637012248712
CountOuterVariableAssignment,8,28.73612225789192,19.94756407156673,0.054427618016782656
CountOuterVariableUsage,8,30.522701612156883,14.110070257611241,0.11055039723360885
CountParameterLists,8,44.418762327416175,33.161512027491405,0.25403080859216975
CountPatternMatching,8,41.7063492063492,50.65659729057428,0.39103301898518134
CountRecursiveCalls,8,41.622311337951146,13.197083475556568,0.11449644132032069
CountSideEffectCalls,8,33.70272696667041,37.56586651053864,0.2727573431447637
CountSideEffectFunctions,8,48.63703518738165,25.224409155297103,0.27564104434671455
CountSideEffects,8,33.641774891774894,39.45010275628627,0.2920143689865743
CountVariableDefinitions,8,39.428682471822775,14.334950099653604,0.16015101234637436
CountVariables,8,30.206206614944875,19.517632147916203,0.18709500900507944
FunctionalScoreCount,8,43.78886296907051,50.36011684268195,0.37428372281916406
HasPointsCount,8,41.60714285714286,51.67349726775956,0.3565358026289246
ImperativeScoreCount,8,33.14044674844398,34.92205796252927,0.26197706525897246
IsFunction,8,25.864045864045863,14.77931144653219,0.0778980394541047
IsSideEffect,8,23.535146884889556,33.64955357142857,0.11704479917942175
ParadigmScoreCount,8,42.701692247146795,52.532704593854575,0.3561875339716727
