name,count,precision mean,precision std,recall mean,recall std,mcc mean,mcc std
Average stretch,8,14.106355288577484,8.650679461271894,45.34103451075481,11.084439893124381,0.17156196483265293,0.07391308703275155
Max stretch,8,14.103992367995916,8.646638425301287,45.40493350348005,11.025783864563627,0.1716490785926797,0.07365329943835645
Min stretch,8,14.111358139521153,8.653604754927619,45.26680404652216,11.063530109590387,0.1714721227512125,0.07374779123210606
Switch count,8,10.178238613799481,8.399708474653343,37.87973712990959,11.016022391988793,0.09190179465680152,0.04907352906280163
parParadigmEntropyBool,8,10.4568440468377,7.5839069339793115,27.26434534013467,16.84119704778638,0.0817381778966614,0.0526936509728325
parParadigmEntropyCount,8,10.965684438267097,7.341735951012604,26.157230536863125,17.18331603452714,0.08808633702921306,0.04553852940632577
parParadigmEntropyFraction,8,6.647979938746438,5.785257035003584,43.20325205919826,47.00350019733399,0.012704843701069687,0.013259911051970599
parParadigmGiniBool,8,6.307422009025675,5.099243347644011,59.37116036851965,10.585843565229125,0.02964573577373874,0.05433131504488712
parParadigmGiniCount,8,6.630163304171015,5.220595428457973,67.29360325866266,8.959239413458004,0.04763705426613404,0.05144713907339737
parParadigmGiniFraction,8,6.874137703416265,4.912980533837308,51.99085117133986,9.235751826849782,0.04749646248534193,0.03251221679666786
