name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
CountRecursiveCalls,213,8,205,3.755868544600939,1.6032064128256511
CountNestedDepth,565,32,533,5.663716814159292,6.4128256513026045
CountNestedMethods,410,76,334,18.536585365853657,15.230460921843688
CountFunctions,1975,237,1738,12.0,47.49498997995992
IsFunction,15,0,15,0.0,0.0
CountFunctionParameters,216,31,185,14.351851851851851,6.212424849699398
CountHigherOrderCalls,1799,221,1578,12.284602556976097,44.28857715430862
CountFunctionCalls,343,47,296,13.702623906705538,9.418837675350701
CountCurrying,17,3,14,17.647058823529413,0.6012024048096193
CountPatternMatching,1605,199,1406,12.398753894080997,39.879759519038075
CountLazyValues,190,33,157,17.36842105263158,6.613226452905812
CountParameterLists,312,47,265,15.064102564102564,9.418837675350701
FunctionalScoreCount,3223,322,2901,9.9906919019547,64.52905811623246
CountVariables,590,53,537,8.983050847457626,10.62124248496994
CountVariableDefinitions,138,14,124,10.144927536231885,2.80561122244489
CountInnerVariableAssignment,146,12,134,8.21917808219178,2.404809619238477
CountOuterVariableUsage,449,42,407,9.35412026726058,8.41683366733467
CountOuterVariableAssignment,137,20,117,14.5985401459854,4.008016032064128
CountSideEffects,1613,184,1429,11.407315561066337,36.87374749498998
IsSideEffect,900,80,820,8.88888888888889,16.03206412825651
CountSideEffectCalls,1079,125,954,11.584800741427248,25.0501002004008
CountSideEffectFunctions,293,40,253,13.651877133105803,8.016032064128256
ImperativeScoreCount,1838,196,1642,10.663764961915124,39.278557114228455
HasPointsCount,3952,361,3591,9.134615384615383,72.34468937875751
ParadigmScoreCount,2843,204,2639,7.1755188181498415,40.88176352705411
