name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
CountRecursiveCalls,114,5,109,4.385964912280701,4.0650406504065035
CountNestedDepth,177,6,171,3.389830508474576,4.878048780487805
CountNestedMethods,235,17,218,7.234042553191489,13.821138211382115
CountFunctions,1049,56,993,5.338417540514776,45.52845528455284
IsFunction,170,6,164,3.5294117647058822,4.878048780487805
CountFunctionParameters,335,21,314,6.26865671641791,17.073170731707318
CountHigherOrderCalls,832,55,777,6.610576923076923,44.71544715447154
CountFunctionCalls,232,16,216,6.896551724137931,13.008130081300814
CountCurrying,63,5,58,7.936507936507936,4.0650406504065035
CountPatternMatching,623,40,583,6.420545746388442,32.52032520325203
CountLazyValues,5,0,5,0.0,0.0
CountParameterLists,470,30,440,6.382978723404255,24.390243902439025
FunctionalScoreCount,1555,80,1475,5.144694533762058,65.04065040650406
CountVariables,145,18,127,12.413793103448276,14.634146341463413
CountVariableDefinitions,69,15,54,21.73913043478261,12.195121951219512
CountInnerVariableAssignment,119,22,97,18.487394957983195,17.88617886178862
CountOuterVariableUsage,88,5,83,5.681818181818182,4.0650406504065035
CountOuterVariableAssignment,24,1,23,4.166666666666666,0.8130081300813009
CountSideEffects,370,39,331,10.54054054054054,31.70731707317073
IsSideEffect,130,12,118,9.230769230769232,9.75609756097561
CountSideEffectCalls,256,40,216,15.625,32.52032520325203
CountSideEffectFunctions,48,12,36,25.0,9.75609756097561
ImperativeScoreCount,417,44,373,10.551558752997602,35.77235772357724
HasPointsCount,1699,92,1607,5.414949970570924,74.79674796747967
ParadigmScoreCount,1426,60,1366,4.207573632538569,48.78048780487805
