name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
CountRecursiveCalls,22,0,22,0.0,0.0
CountNestedDepth,129,4,125,3.10077519379845,5.333333333333334
CountNestedMethods,172,14,158,8.13953488372093,18.666666666666668
CountFunctions,957,38,919,3.9707419017763845,50.66666666666667
IsFunction,84,2,82,2.380952380952381,2.666666666666667
CountFunctionParameters,324,12,312,3.7037037037037033,16.0
CountHigherOrderCalls,725,28,697,3.8620689655172415,37.333333333333336
CountFunctionCalls,134,2,132,1.4925373134328357,2.666666666666667
CountCurrying,46,0,46,0.0,0.0
CountPatternMatching,559,38,521,6.797853309481217,50.66666666666667
CountLazyValues,86,2,84,2.3255813953488373,2.666666666666667
CountParameterLists,691,39,652,5.643994211287988,52.0
FunctionalScoreCount,1647,65,1582,3.9465695203400117,86.66666666666667
CountVariables,74,2,72,2.7027027027027026,2.666666666666667
CountVariableDefinitions,27,2,25,7.4074074074074066,2.666666666666667
CountInnerVariableAssignment,40,4,36,10.0,5.333333333333334
CountOuterVariableUsage,45,0,45,0.0,0.0
CountOuterVariableAssignment,28,0,28,0.0,0.0
CountSideEffects,166,3,163,1.8072289156626504,4.0
IsSideEffect,43,0,43,0.0,0.0
CountSideEffectCalls,140,4,136,2.857142857142857,5.333333333333334
CountSideEffectFunctions,8,2,6,25.0,2.666666666666667
ImperativeScoreCount,177,5,172,2.824858757062147,6.666666666666667
HasPointsCount,1703,66,1637,3.875513799177922,88.0
ParadigmScoreCount,1582,62,1520,3.919089759797725,82.66666666666667
